unique sample ID or species Name,Which image file (or paper for modern),which object number,KPg. 66.04; Modern=0,type name
SampleID,Image,ObjNum,Age,Type
DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1,DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1_obj00094,94,23.193846,Cruciform Fragment
DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1,DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1_obj00005,5,23.193846,Smooth
DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1,DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1_obj00004,4,23.193846,GenLin
DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1,DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1_obj00007,7,23.193846,Cruciform Fragment
DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1,DSDP-596-P023-M02-2H-5W-11-13cm-g106_Hwell_N1of1_obj00010,10,23.193846,Branching Fan
DSDP-596-P023-M03-2H-5W-16-18cm-g106_Hwell_N1of1,DSDP-596-P023-M03-2H-5W-16-18cm-g106_Hwell_N1of1_obj00004,4,23.386154,Shallow Ridged Wide Crown
DSDP-596-P023-M03-2H-5W-16-18cm-g106_Hwell_N1of1,DSDP-596-P023-M03-2H-5W-16-18cm-g106_Hwell_N1of1_obj00002,2,23.386154,Shallow Ridged Wide Crown
DSDP-596-P023-M03-2H-5W-16-18cm-g106_Hwell_N1of1,DSDP-596-P023-M03-2H-5W-16-18cm-g106_Hwell_N1of1_obj00003,3,23.386154,Chubby Trident
DSDP-596-P023-M03-2H-5W-16-18cm-g106_Hwell_N1of1,DSDP-596-P023-M03-2H-5W-16-18cm-g106_Hwell_N1of1_obj00006,6,23.386154,Five Thin Ridged Fan
DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1,DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1_obj00005,5,23.591282,GenLin
DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1,DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1_obj00009,9,23.591282,Trident with Rounded Base
DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1,DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1_obj00007,7,23.591282,Generic Kite
DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1,DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1_obj00006,6,23.591282,Trident
DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1,DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1_obj00011,11,23.591282,Shallow Ridged Wide Crown
DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1,DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1_obj00012,12,23.591282,Single Dimpled Hexagon with Scalloped Edges
DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1,DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1_obj00010,10,23.591282,Generic Kite
DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1,DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1_obj00008,8,23.591282,Trident
DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1,DSDP-596-P024-M04-2H-5W-21-23cm-g106_Hwell_N1of1_obj00013,13,23.591282,GenLin
DSDP-596-P024-M05-2H-5W-26-28cm-g106_Hwell_N1of1,DSDP-596-P024-M05-2H-5W-26-28cm-g106_Hwell_N1of1_obj00003,3,23.847692,Trident
DSDP-596-P024-M05-2H-5W-26-28cm-g106_Hwell_N1of1,DSDP-596-P024-M05-2H-5W-26-28cm-g106_Hwell_N1of1_obj00005,5,23.847692,GenLin
DSDP-596-P024-M05-2H-5W-26-28cm-g106_Hwell_N1of1,DSDP-596-P024-M05-2H-5W-26-28cm-g106_Hwell_N1of1_obj00001,1,23.847692,Many Celled
DSDP-596-P024-M05-2H-5W-26-28cm-g106_Hwell_N1of1,DSDP-596-P024-M05-2H-5W-26-28cm-g106_Hwell_N1of1_obj00002,2,23.847692,Cruciform Fragment
DSDP-596-P024-M05-2H-5W-26-28cm-g106_Hwell_N1of1,DSDP-596-P024-M05-2H-5W-26-28cm-g106_Hwell_N1of1_obj00004,4,23.847692,Generic Kite
DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1,DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1_obj00011,11,24.155385,Many Celled
DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1,DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1_obj00007,7,24.155385,GenLin
DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1,DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1_obj00014,14,24.155385,Stretched Bilateral Single Ridged
DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1,DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1_obj00004,4,24.155385,Kite-Like
DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1,DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1_obj00013,13,24.155385,z
DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1,DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1_obj00009,9,24.155385,Many Celled
DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1,DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1_obj00016,16,24.155385,Cruciform Fragment
DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1,DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1_obj00008,8,24.155385,Two Dimpled Fan
DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1,DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1_obj00017,17,24.155385,Many Celled
DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1,DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1_obj00015,15,24.155385,GenLin
DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1,DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1_obj00006,6,24.155385,Shallow Ridged Circle
DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1,DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1_obj00005,5,24.155385,GenLin
DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1,DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1_obj00010,10,24.155385,Trident
DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1,DSDP-596-P025-L45-2H-5W-32-34cm-g106_Hwell_N1of1_obj00003,3,24.155385,Trident with Rounded Base
DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1,DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1_obj00005,5,25.437436,GenLin
DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1,DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1_obj00002,2,25.437436,z
DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1,DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1_obj00019,19,25.437436,Shallow Ridged Circle
DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1,DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1_obj00013,13,25.437436,Bilateral Polygon
DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1,DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1_obj00006,6,25.437436,GenLin
DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1,DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1_obj00008,8,25.437436,Trident
DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1,DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1_obj00014,14,25.437436,GenLin
DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1,DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1_obj00015,15,25.437436,z
DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1,DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1_obj00009,9,25.437436,Branching and Flared Chunk
DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1,DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1_obj00007,7,25.437436,z
DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1,DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1_obj00010,10,25.437436,GenLin
DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1,DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1_obj00012,12,25.437436,z
DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1,DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1_obj00003,3,25.437436,Extra Nubbed Trident
DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1,DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1_obj00004,4,25.437436,GenLin
DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1,DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1_obj00018,18,25.437436,z
DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1,DSDP-596-P025-L46-2H-5W-57-59cm-g106_Hwell_N1of1_obj00017,17,25.437436,Sharp Kite
DSDP-596-P026-M07-2H-5W-37-39cm-g106_Hwell_N1of1,DSDP-596-P026-M07-2H-5W-37-39cm-g106_Hwell_N1of1_obj00002,2,24.411795,GenLin
DSDP-596-P026-M07-2H-5W-37-39cm-g106_Hwell_N1of1,DSDP-596-P026-M07-2H-5W-37-39cm-g106_Hwell_N1of2_obj00004,4,24.411795,Many Ridged Linear Fan
DSDP-596-P026-M07-2H-5W-37-39cm-g106_Hwell_N1of1,DSDP-596-P026-M07-2H-5W-37-39cm-g106_Hwell_N1of3_obj00001,1,24.411795,Chubby Trident
DSDP-596-P026-M07-2H-5W-37-39cm-g106_Hwell_N1of1,DSDP-596-P026-M07-2H-5W-37-39cm-g106_Hwell_N1of4_obj00006,6,24.411795,GenLin
DSDP-596-P026-M07-2H-5W-37-39cm-g106_Hwell_N1of1,DSDP-596-P026-M07-2H-5W-37-39cm-g106_Hwell_N1of5_obj00003,3,24.411795,Trident
DSDP-596-P026-M07-2H-5W-37-39cm-g106_Hwell_N1of1,DSDP-596-P026-M07-2H-5W-37-39cm-g106_Hwell_N1of6_obj00005,5,24.411795,GenLin
DSDP-596-P026-M08-2H-5W-42-44cm-g106_Hwell_N1of1,DSDP-596-P026-M08-2H-5W-42-44cm-g106_Hwell_N1of1_obj00007,7,24.668205,Shallow Ridged Circle
DSDP-596-P026-M08-2H-5W-42-44cm-g106_Hwell_N1of1,DSDP-596-P026-M08-2H-5W-42-44cm-g106_Hwell_N1of1_obj00004,4,24.668205,Shallow Ridged Wide Crown
DSDP-596-P026-M08-2H-5W-42-44cm-g106_Hwell_N1of1,DSDP-596-P026-M08-2H-5W-42-44cm-g106_Hwell_N1of1_obj00009,9,24.668205,Trident
DSDP-596-P026-M08-2H-5W-42-44cm-g106_Hwell_N1of1,DSDP-596-P026-M08-2H-5W-42-44cm-g106_Hwell_N1of1_obj00006,6,24.668205,Two Dimpled Fan
DSDP-596-P026-M08-2H-5W-42-44cm-g106_Hwell_N1of1,DSDP-596-P026-M08-2H-5W-42-44cm-g106_Hwell_N1of1_obj00005,5,24.668205,Big Three Ridge
DSDP-596-P026-M08-2H-5W-42-44cm-g106_Hwell_N1of1,DSDP-596-P026-M08-2H-5W-42-44cm-g106_Hwell_N1of1_obj00002,2,24.668205,Shallow Ridged Wide Crown
DSDP-596-P026-M08-2H-5W-42-44cm-g106_Hwell_N1of1,DSDP-596-P026-M08-2H-5W-42-44cm-g106_Hwell_N1of1_obj00010,10,24.668205,GenLin
DSDP-596-P027-M09-2H-5W-45-47cm-g106_Hwell_N1of1,DSDP-596-P027-M09-2H-5W-45-47cm-g106_obj00002,2,24.82205,Five Ridged Linear Fan
DSDP-596-P027-M09-2H-5W-45-47cm-g106_Hwell_N1of1,DSDP-596-P027-M09-2H-5W-45-47cm-g106_obj00004,4,24.82205,Four Ridged Linear Fan
DSDP-596-P027-M09-2H-5W-45-47cm-g106_Hwell_N1of1,DSDP-596-P027-M09-2H-5W-45-47cm-g106_obj00005,5,24.82205,Single Dimpled Heptagon
DSDP-596-P027-M11-2H-5W-59-61cm-g106_Hwell_N1of1,DSDP-596-P027-M11-2H-5W-59-61cm-g106_Hwell_N1of1_obj00001,1,25.54,GenLin
DSDP-596-P027-M11-2H-5W-59-61cm-g106_Hwell_N1of1,DSDP-596-P027-M11-2H-5W-59-61cm-g106_Hwell_N1of1_obj00002,2,25.54,Extra Nubbed Trident
DSDP-596-P028-M12-2H-5W-65-67cm-g106_Hwell_N1of1,DSDP-596-P028-M12-2H-5W-65-67cm-g106_Hwell_N1of1_obj00002,2,25.85,Trident
DSDP-596-P028-M12-2H-5W-65-67cm-g106_Hwell_N1of1,DSDP-596-P028-M12-2H-5W-65-67cm-g106_Hwell_N1of1_obj00005,5,25.85,Big Three Ridge
DSDP-596-P028-M12-2H-5W-65-67cm-g106_Hwell_N1of1,DSDP-596-P028-M12-2H-5W-65-67cm-g106_Hwell_N1of1_obj00001,1,25.85,GenLin
DSDP-596-P028-M12-2H-5W-65-67cm-g106_Hwell_N1of1,DSDP-596-P028-M12-2H-5W-65-67cm-g106_Hwell_N1of1_obj00004,4,25.85,Sharp Kite
DSDP-596-P028-M14-2H-5W-86-88cm-g106_Hwell_N1of1,DSDP-596-P028-M14-2H-5W-86-88cm-g106_Hwell_N1of1_obj00002,2,26.935,Bilateral Single Ridged
DSDP-596-P028-M14-2H-5W-86-88cm-g106_Hwell_N1of1,DSDP-596-P028-M14-2H-5W-86-88cm-g106_Hwell_N1of1_obj00004,4,26.935,Trident
DSDP-596-P028-M14-2H-5W-86-88cm-g106_Hwell_N1of1,DSDP-596-P028-M14-2H-5W-86-88cm-g106_Hwell_N1of1_obj00008,8,26.935,Bilateral Fan
DSDP-596-P028-M14-2H-5W-86-88cm-g106_Hwell_N1of1,DSDP-596-P028-M14-2H-5W-86-88cm-g106_Hwell_N1of1_obj00003,3,26.935,Sharp Kite
DSDP-596-P028-M14-2H-5W-86-88cm-g106_Hwell_N1of1,DSDP-596-P028-M14-2H-5W-86-88cm-g106_Hwell_N1of1_obj00007,7,26.935,Five Thin Ridged Fan
DSDP-596-P028-M14-2H-5W-86-88cm-g106_Hwell_N1of1,DSDP-596-P028-M14-2H-5W-86-88cm-g106_Hwell_N1of1_obj00006,6,26.935,Generic Single Dimpled Complex Polygon
DSDP-596-P028-M14-2H-5W-86-88cm-g106_Hwell_N1of1,DSDP-596-P028-M14-2H-5W-86-88cm-g106_Hwell_N1of1_obj00010,10,26.935,Llama
DSDP-596-P028-M14-2H-5W-86-88cm-g106_Hwell_N1of1,DSDP-596-P028-M14-2H-5W-86-88cm-g106_Hwell_N1of1_obj00001,1,26.935,Many Celled Central Complex Polygon
DSDP-596-P029-L47-2H-5W-81-83cm-g106_Hwell_N1of1,DSDP-596-P029-L47-2H-5W-81-83cm-g106_Hwell_N1of1_obj00008,8,26.676667,Sharp Kite
DSDP-596-P029-L47-2H-5W-81-83cm-g106_Hwell_N1of1,DSDP-596-P029-L47-2H-5W-81-83cm-g106_Hwell_N1of1_obj00005,5,26.676667,Extra Nubbed Trident
DSDP-596-P029-L47-2H-5W-81-83cm-g106_Hwell_N1of1,DSDP-596-P029-L47-2H-5W-81-83cm-g106_Hwell_N1of1_obj00006,6,26.676667,Two Dimpled Fan
DSDP-596-P029-L47-2H-5W-81-83cm-g106_Hwell_N1of1,DSDP-596-P029-L47-2H-5W-81-83cm-g106_Hwell_N1of1_obj00007,7,26.676667,Generic Kite
DSDP-596-P029-L47-2H-5W-81-83cm-g106_Hwell_N1of1,DSDP-596-P029-L47-2H-5W-81-83cm-g106_Hwell_N1of1_obj00004,4,26.676667,Five Thin Ridged Fan
DSDP-596-P029-L47-2H-5W-81-83cm-g106_Hwell_N1of1,DSDP-596-P029-L47-2H-5W-81-83cm-g106_Hwell_N1of1_obj00002,2,26.676667,z
DSDP-596-P029-L47-2H-5W-81-83cm-g106_Hwell_N1of1,DSDP-596-P029-L47-2H-5W-81-83cm-g106_Hwell_N1of1_obj00010,10,26.676667,Smooth
DSDP-596-P030-M15-2H-5W-90-92cm-g106_Hwell_N1of1,DSDP-596-P030-M15-2H-5W-90-92cm-g106_obj00003,3,27.14167,Generic Single Dimpled Complex Polygon
DSDP-596-P030-M15-2H-5W-90-92cm-g106_Hwell_N1of1,DSDP-596-P030-M15-2H-5W-90-92cm-g106_obj00004,4,27.14167,GenLin
DSDP-596-P030-M15-2H-5W-90-92cm-g106_Hwell_N1of1,DSDP-596-P030-M15-2H-5W-90-92cm-g106_obj00006,6,27.14167,Branching Fragment
DSDP-596-P030-M15-2H-5W-90-92cm-g106_Hwell_N1of1,DSDP-596-P030-M15-2H-5W-90-92cm-g106_obj00007,7,27.14167,Branching Fragment
DSDP-596-P030-M15-2H-5W-90-92cm-g106_Hwell_N1of1,DSDP-596-P030-M15-2H-5W-90-92cm-g106_obj00008,8,27.14167,GenLin
DSDP-596-P030-M15-2H-5W-90-92cm-g106_Hwell_N1of1,DSDP-596-P030-M15-2H-5W-90-92cm-g106_obj00016,16,27.14167,GenLin
DSDP-596-P030-M16-2H-5W-95-97cm-g106_Hwell_N1of1,DSDP-596-P030-M16-2H-5W-95-97cm-g106_obj00001,1,27.4,Bilateral Polygon
DSDP-596-P030-M16-2H-5W-95-97cm-g106_Hwell_N1of1,DSDP-596-P030-M16-2H-5W-95-97cm-g106_obj00002,2,27.4,GenLin
DSDP-596-P030-M16-2H-5W-95-97cm-g106_Hwell_N1of1,DSDP-596-P030-M16-2H-5W-95-97cm-g106_obj00003,3,27.4,GenLin
DSDP-596-P030-M16-2H-5W-95-97cm-g106_Hwell_N1of1,DSDP-596-P030-M16-2H-5W-95-97cm-g106_obj00004,4,27.4,Sharp Kite
DSDP-596-P030-M16-2H-5W-95-97cm-g106_Hwell_N1of1,DSDP-596-P030-M16-2H-5W-95-97cm-g106_obj00005,5,27.4,High Ridged Diamond
DSDP-596-P030-M16-2H-5W-95-97cm-g106_Hwell_N1of1,DSDP-596-P030-M16-2H-5W-95-97cm-g106_obj00006,6,27.4,Many Ridged Linear Fan
DSDP-596-P030-M16-2H-5W-95-97cm-g106_Hwell_N1of1,DSDP-596-P030-M16-2H-5W-95-97cm-g106_obj00007,7,27.4,Zebra Hoof
DSDP-596-P030-M16-2H-5W-95-97cm-g106_Hwell_N1of1,DSDP-596-P030-M16-2H-5W-95-97cm-g106_obj00008,8,27.4,Shallow Ridged Wide Crown
DSDP-596-P030-M16-2H-5W-95-97cm-g106_Hwell_N1of1,DSDP-596-P030-M16-2H-5W-95-97cm-g106_obj00010,10,27.4,Trident
DSDP-596-P030-M16-2H-5W-95-97cm-g106_Hwell_N1of1,DSDP-596-P030-M16-2H-5W-95-97cm-g106_obj00011,11,27.4,Many Ridged Linear Fan
DSDP-596-P030-M16-2H-5W-95-97cm-g106_Hwell_N1of1,DSDP-596-P030-M16-2H-5W-95-97cm-g106_obj00013,13,27.4,Wrinkly Kite
DSDP-596-P030-M16-2H-5W-95-97cm-g106_Hwell_N1of1,DSDP-596-P030-M16-2H-5W-95-97cm-g106_obj00014,14,27.4,z
DSDP-596-P031-M17-2H-5W-101-103cm-g106_Hwell_N1of1,DSDP-596-P031-M17-2H-5W-101-103cm-g106_obj00001,1,27.71,GenLin
DSDP-596-P031-M17-2H-5W-101-103cm-g106_Hwell_N1of1,DSDP-596-P031-M17-2H-5W-101-103cm-g106_obj00002,2,27.71,Shallow Ridged Wide Crown
DSDP-596-P031-M17-2H-5W-101-103cm-g106_Hwell_N1of1,DSDP-596-P031-M17-2H-5W-101-103cm-g106_obj00004,4,27.71,Five Ridged Linear Fan
DSDP-596-P031-M17-2H-5W-101-103cm-g106_Hwell_N1of1,DSDP-596-P031-M17-2H-5W-101-103cm-g106_obj00005,5,27.71,Central Troughed Petal
DSDP-596-P031-M17-2H-5W-101-103cm-g106_Hwell_N1of1,DSDP-596-P031-M17-2H-5W-101-103cm-g106_obj00006,6,27.71,Generic Kite
DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1,DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1_obj00001,1,27.916667,Generic Kite
DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1,DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1_obj00002,2,27.916667,Many Celled
DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1,DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1_obj00012,12,27.916667,GenLin
DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1,DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1_obj00013,13,27.916667,GenLin
DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1,DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1_obj00014,14,27.916667,GenGeo
DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1,DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1_obj00006,6,27.916667,z
DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1,DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1_obj00015,15,27.916667,Four Ridged Linear Fan
DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1,DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1_obj00017,17,27.916667,Trident with Rounded Base
DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1,DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1_obj00009,9,27.916667,GenGeo
DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1,DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1_obj00004,4,27.916667,Bilateral Single Ridged
DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1,DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1_obj00003,3,27.916667,Troughed Diamond
DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1,DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1_obj00018,18,27.916667,Kite-Like
DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1,DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1_obj00008,8,27.916667,Crinkle Tops
DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1,DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1_obj00016,16,27.916667,Single Dimpled Hexagon
DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1,DSDP-596-P029-L48-2H-5W-105-107cm-g106_Hwell_N1of1_obj00011,11,27.916667,Many Ridged Linear Fan
DSDP-596-P031-M20-2H-5W-116-118cm-g106_Hwell_N1of1,DSDP-596-P031-M20-2H-5W-116-118cm-g106_obj00001,1,28.485,Bilateral Fan
DSDP-596-P031-M20-2H-5W-116-118cm-g106_Hwell_N1of1,DSDP-596-P031-M20-2H-5W-116-118cm-g106_obj00002,2,28.485,Lopsided Trident
DSDP-596-P031-M20-2H-5W-116-118cm-g106_Hwell_N1of1,DSDP-596-P031-M20-2H-5W-116-118cm-g106_obj00003,3,28.485,Trident
DSDP-596-P031-M20-2H-5W-116-118cm-g106_Hwell_N1of1,DSDP-596-P031-M20-2H-5W-116-118cm-g106_obj00004,4,28.485,Trident
DSDP-596-P032-M21-2H-5W-121-123cm-g106_Hwell_N1of1,DSDP-596-P032-M21-2H-5W-121-123cm-g106_obj00001,1,28.74,Single Dimpled Hexagon
DSDP-596-P032-M21-2H-5W-121-123cm-g106_Hwell_N1of1,DSDP-596-P032-M21-2H-5W-121-123cm-g106_obj00002,2,28.74,Generic Single Dimpled Complex Polygon
DSDP-596-P032-M21-2H-5W-121-123cm-g106_Hwell_N1of1,DSDP-596-P032-M21-2H-5W-121-123cm-g106_obj00004,4,28.74,Five Ridged Linear Fan
DSDP-596-P032-M21-2H-5W-121-123cm-g106_Hwell_N1of1,DSDP-596-P032-M21-2H-5W-121-123cm-g106_obj00005,5,28.74,Trident
DSDP-596-P032-M22-2H-5W-125-127cm-g106_Hwell_N1of1,DSDP-596-P032-M22-2H-5W-125-127cm-g106_obj00003,3,28.94,Many Celled
DSDP-596-P032-M22-2H-5W-125-127cm-g106_Hwell_N1of1,DSDP-596-P032-M22-2H-5W-125-127cm-g106_obj00005,5,28.94,Single Dimpled Pentagon
DSDP-596-P032-M22-2H-5W-125-127cm-g106_Hwell_N1of1,DSDP-596-P032-M22-2H-5W-125-127cm-g106_obj00006,6,28.94,Two Dimpled Fan
DSDP-596-P032-M22-2H-5W-125-127cm-g106_Hwell_N1of1,DSDP-596-P032-M22-2H-5W-125-127cm-g106_obj00007,7,28.94,z
DSDP-596-P032-M22-2H-5W-125-127cm-g106_Hwell_N1of1,DSDP-596-P032-M22-2H-5W-125-127cm-g106_obj00008,8,28.94,z
DSDP-596-P032-M22-2H-5W-125-127cm-g106_Hwell_N1of1,DSDP-596-P032-M22-2H-5W-125-127cm-g106_obj00009,9,28.94,GenLin
DSDP-596-P032-M22-2H-5W-125-127cm-g106_Hwell_N1of1,DSDP-596-P032-M22-2H-5W-125-127cm-g106_obj00011,11,28.94,Right Angled Five Ridge
DSDP-596-P032-M22-2H-5W-125-127cm-g106_Hwell_N1of1,DSDP-596-P032-M22-2H-5W-125-127cm-g106_obj00012,12,28.94,Many Ridged Linear Fan
DSDP-596-P032-M22-2H-5W-125-127cm-g106_Hwell_N1of1,DSDP-596-P032-M22-2H-5W-125-127cm-g106_obj00013,13,28.94,Many Celled
DSDP-596-P032-M22-2H-5W-125-127cm-g106_Hwell_N1of1,DSDP-596-P032-M22-2H-5W-125-127cm-g106_obj00014,14,28.94,Generic Kite
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00028,28,29.14,Squished Kite
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00015,15,29.14,GenLin
DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1,DSDP-596-P033-L49-2H-5W-129-131cm-g106_Hwell_N1of1_obj00007,7,29.14,Five Thin Ridged Fan
