Name,Long,Lat,Program,Expedition,Site,Hole,water_depth,core,date,platform,Hiatus_status
IODP 2004-2013 310-M0021-A,-149.40281,-17.48901,IODP,310,M0021,A,82.3 m,25.14 m,11/7/2005,MSP,0
IODP 2004-2013 310-M0021-B,-149.40282,-17.48904,IODP,310,M0021,B,81.7 m,21.12 m,11/15/2005,MSP,0
IODP 2004-2013 310-M0022-A,-149.40448,-17.48785,IODP,310,M0022,A,117.54 m,4.4 m,11/9/2005,MSP,0
IODP 2004-2013 310-M0023-A,-149.40461,-17.49028,IODP,310,M0023,A,67.98 m,24.21 m,11/10/2005,MSP,0
IODP 2004-2013 310-M0023-B,-149.40464,-17.49031,IODP,310,M0023,B,67.58 m,19.13 m,11/11/2005,MSP,0
IODP 2004-2013 310-M0024-A,-149.40393,-17.48819,IODP,310,M0024,A,90.44 m,26.67 m,11/12/2005,MSP,0
IODP 2004-2013 310-M0025-A,-149.40403,-17.48802,IODP,310,M0025,A,105.4 m,15.09 m,11/13/2005,MSP,0
IODP 2004-2013 310-M0025-B,-149.40415,-17.4881,IODP,310,M0025,B,-100.84 m,13.81 m,11/14/2005,MSP,0
IODP 2004-2013 310-M0026-A,-149.40251,-17.48931,IODP,310,M0026,A,-107.3 m,6.43 m,11/14/2005,MSP,0
IODP 2004-2013 311-U1325-A,-126.9832,48.6448,IODP,311,U1325,A,2201.1 m,NA,09/20/05 0725,JR,0
IODP 2004-2013 311-U1325-B,-126.9833,48.6449,IODP,311,U1325,B,2194.8 m,141.17 m,10/17/05 0715,JR,0
IODP 2004-2013 311-U1325-C,-126.9835,48.645,IODP,311,U1325,C,2194.8 m,62.49 m,10/20/05 0200,JR,0
IODP 2004-2013 311-U1325-D,-126.9835,48.645,IODP,311,U1325,D,2193.2 m,4.69 m,10/23/05 0200,JR,0
IODP 2004-2013 311-U1326-A,-127.0505,48.6273,IODP,311,U1326,A,1828.1 m,NA,09/21/05 2155,JR,0
IODP 2004-2013 311-U1326-B,-127.0504,48.6273,IODP,311,U1326,B,1828.4 m,1.55 m,10/23/05 0400,JR,0
IODP 2004-2013 311-U1326-C,-127.0504,48.6273,IODP,311,U1326,C,1828 m,54.39 m,10/23/05 1225,JR,0
IODP 2004-2013 311-U1326-D,-127.0507,48.6271,IODP,311,U1326,D,1827.9 m,121.96 m,10/24/05 1100,JR,0
IODP 2004-2013 311-U1327-A,-126.8653,48.6981,IODP,311,U1327,A,1322.1 m,NA,09/23/05 0600,JR,0
IODP 2004-2013 311-U1327-B,-126.8652,48.6981,IODP,311,U1327,B,1306.1 m,9.79 m,10/02/05 0345,JR,0
IODP 2004-2013 311-U1327-C,-126.8652,48.6981,IODP,311,U1327,C,1304.5 m,262.17 m,10/02/05 0915,JR,0
IODP 2004-2013 311-U1327-D,-126.8651,48.6983,IODP,311,U1327,D,1303.7 m,53.99 m,10/04/05 1545,JR,0
IODP 2004-2013 311-U1327-E,-126.8649,48.6983,IODP,311,U1327,E,1303.4 m,12.37 m,10/09/05 0045,JR,0
IODP 2004-2013 311-U1328-A,-126.8504,48.6679,IODP,311,U1328,A,1268.1 m,NA,09/24/05 0945,JR,0
IODP 2004-2013 311-U1328-B,-126.8509,48.6675,IODP,311,U1328,B,1267.8 m,39.65 m,10/11/05 0400,JR,0
IODP 2004-2013 311-U1328-C,-126.8507,48.6676,IODP,311,U1328,C,1267.7 m,195.64 m,10/12/05 0830,JR,0
IODP 2004-2013 311-U1328-D,-126.8503,48.6678,IODP,311,U1328,D,1266.7 m,10.03 m,10/15/05 1615,JR,0
IODP 2004-2013 311-U1328-E,-126.8498,48.668,IODP,311,U1328,E,1264.7 m,13.33 m,10/15/05 2345,JR,0
IODP 2004-2013 311-U1329-A,-126.6785,48.7895,IODP,311,U1329,A,959.1 m,NA,09/25/05 1100,JR,0
IODP 2004-2013 311-U1329-B,-126.6787,48.7896,IODP,311,U1329,B,953 m,10.02 m,09/26/05 1330,JR,0
IODP 2004-2013 311-U1329-C,-126.6787,48.7896,IODP,311,U1329,C,946.4 m,186.16 m,09/26/05 2110,JR,0
IODP 2004-2013 311-U1329-D,-126.6786,48.7894,IODP,311,U1329,D,946.4 m,1.03 m,09/29/05 1110,JR,0
IODP 2004-2013 311-U1329-E,-126.6786,48.7898,IODP,311,U1329,E,945.5 m,37.74 m,10/01/05 0020,JR,0
IODP 2004-2013 312-1256-D,-91.934353,6.736052,IODP,312,1256,D,3634.7 m,47.32 m,11/15/05 0730,Chikyu,0
IODP 2004-2013 313-1-A,-73.621646,39.634091,IODP,313,M0027,A,32 m,NA,2007-05,Chikyu,3
IODP 2004-2013 313-2-D,-73.497266,39.56572,IODP,313,M0028,A,35 m,NA,2007-05,Chikyu,3
IODP 2004-2013 313-3-A,-73.413238,39.519533,IODP,313,M0029,A,34 m,NA,2007-05,Chikyu,2
IODP 2004-2013 314-C0001-A,136.7119,33.23824,IODP,314,C0001,A,2199.5 m,NA,NA,Chikyu,0
IODP 2004-2013 314-C0001-B,136.71209,33.23856,IODP,314,C0001,B,2189 m,NA,NA,Chikyu,0
IODP 2004-2013 314-C0001-C,136.71169,33.23891,IODP,314,C0001,C,2198 m,NA,NA,Chikyu,0
IODP 2004-2013 314-C0001-D,136.71173,33.23881,IODP,314,C0001,D,2197.5 m,NA,NA,Chikyu,0
IODP 2004-2013 314-C0002-A,136.63635,33.30032,IODP,314,C0002,A,1936 m,NA,NA,Chikyu,0
IODP 2004-2013 314-C0003-A,136.7023,33.2233,IODP,314,C0003,A,2453 m,NA,NA,Chikyu,0
IODP 2004-2013 314-C0004-A,136.72225,33.22071,IODP,314,C0004,A,2632 m,NA,NA,Chikyu,0
IODP 2004-2013 314-C0004-B,136.72243,33.22044,IODP,314,C0004,B,2637 m,NA,NA,Chikyu,0
IODP 2004-2013 314-C0005-A,136.71842,33.22601,IODP,314,C0005,A,2446.5 m,NA,NA,Chikyu,0
IODP 2004-2013 314-C0005-B,136.72041,33.22357,IODP,314,C0005,B,2524.5 m,NA,NA,Chikyu,0
IODP 2004-2013 314-C0006-A,136.79425,33.02738,IODP,314,C0006,A,3875 m,NA,NA,Chikyu,0
IODP 2004-2013 314-C0006-B,136.79398,33.02725,IODP,314,C0006,B,3871.5 m,NA,NA,Chikyu,0
IODP 2004-2013 315-C0001-E,136.71154,33.23907,IODP,315,C0001,E,2198 m,NA,NA,Chikyu,0
IODP 2004-2013 315-C0001-F,136.71178,33.23906,IODP,315,C0001,F,2197 m,NA,NA,Chikyu,0
IODP 2004-2013 315-C0001-G,136.71156,33.23873,IODP,315,C0001,G,2196.5 m,NA,NA,Chikyu,0
IODP 2004-2013 315-C0001-H,136.7114,33.23872,IODP,315,C0001,H,2197 m,NA,NA,Chikyu,0
IODP 2004-2013 315-C0001-I,136.70722,33.23672,IODP,315,C0001,I,2198.5 m,NA,NA,Chikyu,0
IODP 2004-2013 315-C0002-B,136.63672,33.29988,IODP,315,C0002,B,1937.5 m,NA,NA,Chikyu,0
IODP 2004-2013 315-C0002-C,136.63645,33.30004,IODP,315,C0002,C,1936.6 m,NA,NA,Chikyu,0
IODP 2004-2013 315-C0002-D,136.63652,33.30013,IODP,315,C0002,D,1937.1 m,NA,NA,Chikyu,0
IODP 2004-2013 316-C0004-C,136.72219,33.22046,IODP,316,C0004,C,2627 m,NA,NA,Chikyu,0
IODP 2004-2013 316-C0004-D,136.72215,33.22032,IODP,316,C0004,D,2630.5 m,NA,NA,Chikyu,0
IODP 2004-2013 316-C0006-C,136.7938,33.02743,IODP,316,C0006,C,3880.5 m,NA,NA,Chikyu,0
IODP 2004-2013 316-C0006-D,136.7938,33.02739,IODP,316,C0006,D,3877.5 m,NA,NA,Chikyu,0
IODP 2004-2013 316-C0006-E,136.7938,33.02741,IODP,316,C0006,E,3875.8 m,NA,NA,Chikyu,0
IODP 2004-2013 316-C0006-F,136.7938,33.02707,IODP,316,C0006,F,3875.5 m,NA,NA,Chikyu,0
IODP 2004-2013 316-C0007-A,136.79914,33.02054,IODP,316,C0007,A,4081 m,NA,NA,Chikyu,0
IODP 2004-2013 316-C0007-B,136.79914,33.02054,IODP,316,C0007,B,4081 m,NA,NA,Chikyu,0
IODP 2004-2013 316-C0007-C,136.79914,33.02054,IODP,316,C0007,C,4081 m,NA,NA,Chikyu,0
IODP 2004-2013 316-C0007-D,136.79812,33.02195,IODP,316,C0007,D,4049 m,NA,NA,Chikyu,0
IODP 2004-2013 316-C0008-A,136.72666,33.21372,IODP,316,C0008,A,2751 m,NA,NA,Chikyu,0
IODP 2004-2013 316-C0008-B,136.72788,33.21219,IODP,316,C0008,B,2797 m,NA,NA,Chikyu,0
IODP 2004-2013 316-C0008-C,136.72788,33.21219,IODP,316,C0008,C,2797 m,NA,NA,Chikyu,0
IODP 2004-2013 317-U1351-A,171.840062,-44.883845,IODP,317,U1351,A,126.8 m,27.33 m,2009-11-18T09:30:00Z,JR,0
IODP 2004-2013 317-U1351-B,171.840108,-44.884037,IODP,317,U1351,B,126.2 m,304.52 m,2009-11-18T23:30:00Z,JR,0
IODP 2004-2013 317-U1351-C,171.840095,-44.884287,IODP,317,U1351,C,126.2 m,NA,2009-11-25T18:00:00Z,JR,0
IODP 2004-2013 317-U1352-A,172.022692,-44.9374,IODP,317,U1352,A,348.3 m,43.92 m,2009-11-30T05:00:00Z,JR,4
IODP 2004-2013 317-U1352-B,172.022717,-44.937597,IODP,317,U1352,B,348.1 m,613.87 m,2009-11-30T15:30:00Z,JR,4
IODP 2004-2013 317-U1352-C,172.022717,-44.93777,IODP,317,U1352,C,348.1 m,656.5 m,2009-12-05T16:15:00Z,JR,4
IODP 2004-2013 317-U1352-D,172.022685,-44.93721,IODP,317,U1352,D,338.9 m,130.84 m,2009-12-20T22:00:00Z,JR,4
IODP 2004-2013 317-U1353-A,171.673947,-44.768465,IODP,317,U1353,A,89.3 m,56.38 m,2009-12-21T23:15:00Z,JR,0
IODP 2004-2013 317-U1353-B,171.674012,-44.768672,IODP,317,U1353,B,89.8 m,211.48 m,2009-12-22T11:15:00Z,JR,0
IODP 2004-2013 317-U1353-C,171.673967,-44.768303,IODP,317,U1353,C,89.8 m,NA,2009-12-26T20:45:00Z,JR,0
IODP 2004-2013 317-U1354-A,171.786827,-44.847135,IODP,317,U1354,A,115.1 m,84.43 m,2009-12-28T23:45:00Z,JR,0
IODP 2004-2013 317-U1354-B,171.786782,-44.847278,IODP,317,U1354,B,118.7 m,77.52 m,2009-12-29T23:00:00Z,JR,0
IODP 2004-2013 317-U1354-C,171.7868,-44.847478,IODP,317,U1354,C,118.7 m,133.37 m,2009-12-30T12:45:00Z,JR,0
IODP 2004-2013 318-U1355-A,138.823783,-63.841173,IODP,318,U1355,A,3733.5 m,14.95 m,2010-01-19T10:45:00Z,JR,0
IODP 2004-2013 318-U1356-A,135.99896,-63.31023,IODP,318,U1356,A,3996.6 m,350.13 m,2010-01-22T14:45:00Z,JR,4
IODP 2004-2013 318-U1357-A,140.425013,-66.413318,IODP,318,U1357,A,1019.4 m,183.88 m,2010-02-03T06:15:00Z,JR,0
IODP 2004-2013 318-U1357-B,140.426175,-66.413317,IODP,318,U1357,B,1021.5 m,172.44 m,2010-02-04T13:45:00Z,JR,0
IODP 2004-2013 318-U1357-C,140.424418,-66.413355,IODP,318,U1357,C,1020.5 m,110.71 m,2010-02-05T06:45:00Z,JR,0
IODP 2004-2013 318-U1358-A,143.312845,-66.090398,IODP,318,U1358,A,503.5 m,1.1 m,2010-02-06T17:30:00Z,JR,0
IODP 2004-2013 318-U1358-B,143.312777,-66.090407,IODP,318,U1358,B,503.5 m,8 m,2010-02-07T02:50:00Z,JR,0
IODP 2004-2013 318-U1359-A,143.961375,-64.903962,IODP,318,U1359,A,3014.5 m,154.08 m,2010-02-08T07:00:00Z,JR,0
IODP 2004-2013 318-U1359-B,143.960922,-64.904052,IODP,318,U1359,B,3012.4 m,198.93 m,2010-02-09T18:15:00Z,JR,0
IODP 2004-2013 318-U1359-C,143.960413,-64.904128,IODP,318,U1359,C,3015.9 m,150.76 m,2010-02-10T23:40:00Z,JR,0
IODP 2004-2013 318-U1359-D,143.959373,-64.904327,IODP,318,U1359,D,3016.6 m,269.44 m,2010-02-19T22:15:00Z,JR,0
IODP 2004-2013 318-U1360-A,142.745083,-66.367325,IODP,318,U1360,A,499.5 m,7.03 m,2010-02-12T23:15:00Z,JR,4
IODP 2004-2013 318-U1361-A,143.886653,-64.409547,IODP,318,U1361,A,3459.2 m,338.86 m,2010-02-25T19:45:00Z,JR,0
IODP 2004-2013 318-U1361-B,143.88661,-64.40909,IODP,318,U1361,B,3460.5 m,12.04 m,2010-03-02T08:40:00Z,JR,0
IODP 2004-2013 319-C0009-A,136.53582,33.45784,IODP,319,C0009,A,2054 m,NA,NA,Chikyu,0
IODP 2004-2013 319-C0010-A,136.68657,33.20997,IODP,319,C0010,A,2552 m,NA,NA,Chikyu,0
IODP 2004-2013 319-C0011-A,136.8815,32.82883,IODP,319,C0011,A,4049 m,NA,NA,Chikyu,0
IODP 2004-2013 320T-U1330-A,156.6241,3.605583,IODP,320T,U1330,A,2804.8 m,16.09 m,2009-02-15T04:15:00Z,JR,0
IODP 2004-2013 320T-U1330-B,156.6241,3.60535,IODP,320T,U1330,B,2803.7 m,87.1 m,2009-02-19T09:45:00Z,JR,0
IODP 2004-2013 320-U1331-A,-142.161602,12.06814,IODP,320,U1331,A,5120.9 m,155.11 m,2009-03-14T23:30:00Z,JR,4
IODP 2004-2013 320-U1331-B,-142.161808,12.068128,IODP,320,U1331,B,5121 m,175.74 m,2009-03-18T08:20:00Z,JR,4
IODP 2004-2013 320-U1331-C,-142.162002,12.068153,IODP,320,U1331,C,5121.6 m,191.54 m,2009-03-19T22:20:00Z,JR,4
IODP 2004-2013 320-U1332-A,-141.045713,11.911825,IODP,320,U1332,A,4917.6 m,145.61 m,2009-03-22T14:45:00Z,JR,3
IODP 2004-2013 320-U1332-B,-141.045712,11.912015,IODP,320,U1332,B,4930.6 m,140.28 m,2009-03-26T08:00:00Z,JR,3
IODP 2004-2013 320-U1332-C,-141.045703,11.912277,IODP,320,U1332,C,5121.7 m,148.06 m,2009-03-27T22:30:00Z,JR,3
IODP 2004-2013 320-U1333-A,-138.419547,10.516588,IODP,320,U1333,A,4858.8 m,176.25 m,2009-03-30T14:00:00Z,JR,3
IODP 2004-2013 320-U1333-B,-138.419328,10.5166,IODP,320,U1333,B,4855.6 m,177.96 m,2009-04-01T11:55:00Z,JR,3
IODP 2004-2013 320-U1333-C,-138.419098,10.516597,IODP,320,U1333,C,4858.9 m,177.04 m,2009-04-02T18:45:00Z,JR,3
IODP 2004-2013 320-U1334-A,-131.973228,7.999967,IODP,320,U1334,A,4793.2 m,288.83 m,2009-04-06T12:15:00Z,JR,6
IODP 2004-2013 320-U1334-B,-131.973452,7.999965,IODP,320,U1334,B,4793.2 m,294.59 m,2009-04-08T21:50:00Z,JR,6
IODP 2004-2013 320-U1334-C,-131.973698,7.999965,IODP,320,U1334,C,4794.9 m,285.78 m,2009-04-10T18:40:00Z,JR,6
IODP 2004-2013 320-U1335-A,-126.283248,5.312235,IODP,320,U1335,A,4333 m,422.08 m,2009-04-15T16:30:00Z,JR,6
IODP 2004-2013 320-U1335-B,-126.28348,5.31227,IODP,320,U1335,B,4333.6 m,427.51 m,2009-04-18T17:25:00Z,JR,6
IODP 2004-2013 320-U1336-A,-128.25421,7.701225,IODP,320,U1336,A,4291 m,259.12 m,2009-04-22T15:45:00Z,JR,6
IODP 2004-2013 320-U1336-B,-128.254217,7.700998,IODP,320,U1336,B,4292.2 m,179.59 m,2009-04-25T04:00:00Z,JR,6
IODP 2004-2013 321-U1337-A,-123.20593,3.833442,IODP,321,U1337,A,4465.6 m,420.11 m,2009-05-19T11:45:00Z,JR,6
IODP 2004-2013 321-U1337-B,-123.206035,3.833445,IODP,321,U1337,B,4466.1 m,242.65 m,2009-05-25T09:30:00Z,JR,6
IODP 2004-2013 321-U1337-C,-123.206258,3.833445,IODP,321,U1337,C,4472.2 m,273.72 m,2009-05-27T22:45:00Z,JR,6
IODP 2004-2013 321-U1337-D,-123.20643,3.833445,IODP,321,U1337,D,4470.1 m,431.97 m,2009-05-30T14:00:00Z,JR,6
IODP 2004-2013 321-U1338-A,-117.969372,2.507808,IODP,321,U1338,A,4204.5 m,345.96 m,2009-06-03T23:15:00Z,JR,0
IODP 2004-2013 321-U1338-B,-117.96956,2.50782,IODP,321,U1338,B,4203.7 m,417.93 m,2009-06-06T19:00:00Z,JR,0
IODP 2004-2013 321-U1338-C,-117.969737,2.507812,IODP,321,U1338,C,4206.5 m,432.82 m,2009-06-11T17:00:00Z,JR,0
IODP 2004-2013 321-U1338-D,-117.969913,2.507815,IODP,321,U1338,D,4206.4 m,24.79 m,2009-06-14T20:15:00Z,JR,0
IODP 2004-2013 322-C0011-B,136.88179,32.82895,IODP,322,C0011,B,4048.7 m,NA,NA,Chikyu,0
IODP 2004-2013 322-C0012-A,136.91707,32.74813,IODP,322,C0012,A,3510.7 m,NA,NA,Chikyu,0
IODP 2004-2013 322-C0012-B,136.91707,32.74813,IODP,322,C0012,B,3510.7 m,NA,NA,Chikyu,0
IODP 2004-2013 323-U1339-A,-169.981695,54.670002,IODP,323,U1339,A,1871.8 m,34.87 m,2009-07-17T16:03:00Z,JR,0
IODP 2004-2013 323-U1339-B,-169.981843,54.670172,IODP,323,U1339,B,1872.7 m,204.45 m,2009-07-18T14:30:00Z,JR,0
IODP 2004-2013 323-U1339-C,-169.98142,54.670105,IODP,323,U1339,C,1872.7 m,199.4 m,2009-07-19T20:10:00Z,JR,0
IODP 2004-2013 323-U1339-D,-169.981515,54.669818,IODP,323,U1339,D,1873.2 m,206.03 m,2009-07-20T16:10:00Z,JR,0
IODP 2004-2013 323-U1340-A,-179.521622,53.400013,IODP,323,U1340,A,1299.8 m,535.89 m,2009-07-23T23:15:00Z,JR,0
IODP 2004-2013 323-U1340-B,-179.516358,53.400003,IODP,323,U1340,B,1302.4 m,55.53 m,2009-07-26T21:03:00Z,JR,0
IODP 2004-2013 323-U1340-C,-179.521625,53.396855,IODP,323,U1340,C,1298.6 m,30 m,2009-07-27T04:00:00Z,JR,0
IODP 2004-2013 323-U1340-D,-179.521623,53.396673,IODP,323,U1340,D,1298.6 m,27.23 m,2009-07-27T08:35:00Z,JR,0
IODP 2004-2013 323-U1341-A,179.008332,54.033375,IODP,323,U1341,A,2144.8 m,373.23 m,2009-07-27T21:54:00Z,JR,0
IODP 2004-2013 323-U1341-B,179.008618,54.033307,IODP,323,U1341,B,2144.8 m,594.54 m,2009-07-29T21:50:00Z,JR,0
IODP 2004-2013 323-U1341-C,179.008983,54.03335,IODP,323,U1341,C,2144.8 m,242.06 m,2009-08-02T15:55:00Z,JR,0
IODP 2004-2013 323-U1342-A,176.916712,54.828312,IODP,323,U1342,A,823.6 m,57.39 m,2009-08-04T08:30:00Z,JR,0
IODP 2004-2013 323-U1342-B,176.917053,54.82834,IODP,323,U1342,B,824.4 m,44.83 m,2009-08-04T22:20:00Z,JR,0
IODP 2004-2013 323-U1342-C,176.917352,54.828362,IODP,323,U1342,C,824.3 m,47.06 m,2013-08-05T01:50:00Z,JR,0
IODP 2004-2013 323-U1342-D,176.917635,54.828363,IODP,323,U1342,D,823.7 m,79.49 m,2009-08-05T08:00:00Z,JR,0
IODP 2004-2013 323-U1343-A,-175.816098,57.556655,IODP,323,U1343,A,1956.4 m,204.03 m,2009-08-07T20:08:00Z,JR,0
IODP 2004-2013 323-U1343-B,-175.816585,57.556927,IODP,323,U1343,B,1956.4 m,34.56 m,2009-08-08T21:00:00Z,JR,0
IODP 2004-2013 323-U1343-C,-175.817125,57.556637,IODP,323,U1343,C,1958.2 m,231.04 m,2009-08-09T01:15:00Z,JR,0
IODP 2004-2013 323-U1343-D,-175.816618,57.556362,IODP,323,U1343,D,1959.7 m,8.53 m,2009-08-10T00:10:00Z,JR,0
IODP 2004-2013 323-U1343-E,-175.816623,57.556357,IODP,323,U1343,E,1961.5 m,700.27 m,2009-08-10T01:35:00Z,JR,0
IODP 2004-2013 323-U1344-A,-179.203352,59.050008,IODP,323,U1344,A,3177.5 m,648.1 m,2009-08-15T01:54:00Z,JR,0
IODP 2004-2013 323-U1344-B,-179.203418,59.050187,IODP,323,U1344,B,3178.9 m,4.8 m,2009-08-20T11:35:00Z,JR,0
IODP 2004-2013 323-U1344-C,-179.20342,59.050193,IODP,323,U1344,C,3178.6 m,33.51 m,2009-08-20T13:35:00Z,JR,0
IODP 2004-2013 323-U1344-D,-179.203383,59.050373,IODP,323,U1344,D,3180 m,286.1 m,2009-08-20T18:50:00Z,JR,0
IODP 2004-2013 323-U1344-E,-179.203382,59.050565,IODP,323,U1344,E,3179.9 m,202.68 m,2009-08-22T06:20:00Z,JR,0
IODP 2004-2013 323-U1345-A,-179.47006,60.153195,IODP,323,U1345,A,1013.2 m,148.49 m,2009-08-23T20:06:00Z,JR,0
IODP 2004-2013 323-U1345-B,-179.470212,60.153338,IODP,323,U1345,B,1013.5 m,38.24 m,2009-08-24T12:55:00Z,JR,0
IODP 2004-2013 323-U1345-C,-179.470382,60.153495,IODP,323,U1345,C,1014.7 m,152.85 m,2009-08-24T16:50:00Z,JR,0
IODP 2004-2013 323-U1345-D,-179.470472,60.153625,IODP,323,U1345,D,1014.2 m,154.62 m,2009-08-25T01:50:00Z,JR,0
IODP 2004-2013 323-U1345-E,-179.470678,60.153773,IODP,323,U1345,E,1013 m,154.15 m,2009-08-25T10:50:00Z,JR,0
IODP 2004-2013 324-U1346-A,162.64516,38.006668,IODP,324,U1346,A,3623.5 m,25.77 m,2009-09-15T09:30:00Z,JR,1
IODP 2004-2013 324-U1347-A,159.23465,32.507933,IODP,324,U1347,A,3454.3 m,116.01 m,2009-09-22T17:30:00Z,JR,1
IODP 2004-2013 324-U1348-A,159.38179,34.41566,IODP,324,U1348,A,3268.4 m,80.91 m,2009-10-03T15:15:00Z,JR,1
IODP 2004-2013 324-U1349-A,158.458767,36.115733,IODP,324,U1349,A,3131.5 m,65.88 m,2009-10-08T12:45:00Z,JR,1
IODP 2004-2013 324-U1350-A,159.284417,36.074867,IODP,324,U1350,A,4060.6 m,75.2 m,2009-10-14T01:15:00Z,JR,1
IODP 2004-2013 325-M0030-A,150.2379,-19.6819,IODP,325,M0030,A,85 m,NA,NA,MSP,0
IODP 2004-2013 325-M0030-B,150.23791,-19.68188,IODP,325,M0030,B,85 m,NA,NA,MSP,0
IODP 2004-2013 325-M0031-A,150.23961,-19.67895,IODP,325,M0031,A,92 m,NA,NA,MSP,0
IODP 2004-2013 325-M0032-A,150.23967,-19.67884,IODP,325,M0032,A,93 m,NA,NA,MSP,0
IODP 2004-2013 325-M0033-A,150.23986,-19.67889,IODP,325,M0033,A,91.5 m,NA,NA,MSP,0
IODP 2004-2013 325-M0034-A,150.23025,-19.69226,IODP,325,M0034,A,55 m,NA,NA,MSP,0
IODP 2004-2013 325-M0035-A,150.24383,-19.67264,IODP,325,M0035,A,103 m,NA,NA,MSP,0
IODP 2004-2013 325-M0036-A,150.24396,-19.6724,IODP,325,M0036,A,103 m,NA,NA,MSP,0
IODP 2004-2013 325-M0037-A,150.24627,-19.67075,IODP,325,M0037,A,129 m,NA,NA,MSP,0
IODP 2004-2013 325-M0038-A,150.2449,-19.6716,IODP,325,M0038,A,108.58 m,NA,NA,MSP,0
IODP 2004-2013 325-M0039-A,150.24489,-19.67159,IODP,325,M0039,A,108.58 m,NA,NA,MSP,0
IODP 2004-2013 325-M0040-A,150.48142,-19.79629,IODP,325,M0040,A,132.67 m,NA,NA,MSP,0
IODP 2004-2013 325-M0041-A,150.4815,-19.79632,IODP,325,M0041,A,132.67 m,NA,NA,MSP,0
IODP 2004-2013 325-M0042-A,150.44803,-19.84398,IODP,325,M0042,A,56.32 m,NA,NA,MSP,0
IODP 2004-2013 325-M0043-A,150.47937,-19.79885,IODP,325,M0043,A,107.88 m,NA,NA,MSP,0
IODP 2004-2013 325-M0044-A,150.47962,-19.79845,IODP,325,M0044,A,104.31 m,NA,NA,MSP,0
IODP 2004-2013 325-M0045-A,150.47961,-19.79842,IODP,325,M0045,A,105.01 m,NA,NA,MSP,0
IODP 2004-2013 325-M0046-A,150.47963,-19.79847,IODP,325,M0046,A,120.41 m,NA,NA,MSP,0
IODP 2004-2013 325-M0047-A,150.47885,-19.79975,IODP,325,M0047,A,100.51 m,NA,NA,MSP,0
IODP 2004-2013 325-M0048-A,150.47765,-19.80118,IODP,325,M0048,A,102.31 m,NA,NA,MSP,0
IODP 2004-2013 325-M0049-A,145.8237,-15.47237,IODP,325,M0049,A,98.61 m,NA,NA,MSP,0
IODP 2004-2013 325-M0049-B,145.82369,-15.47237,IODP,325,M0049,B,100 m,NA,NA,MSP,0
IODP 2004-2013 325-M0050-A,145.8237,-15.47234,IODP,325,M0050,A,98.2 m,NA,NA,MSP,0
IODP 2004-2013 325-M0051-A,145.82301,-15.47214,IODP,325,M0051,A,80.9 m,NA,NA,MSP,0
IODP 2004-2013 325-M0052-A,146.57632,-17.10111,IODP,325,M0052,A,103.7 m,NA,NA,MSP,0
IODP 2004-2013 325-M0052-B,146.57633,-17.10111,IODP,325,M0052,B,103.7 m,NA,NA,MSP,0
IODP 2004-2013 325-M0052-C,146.57633,-17.10111,IODP,325,M0052,C,106.8 m,NA,NA,MSP,0
IODP 2004-2013 325-M0053-A,146.57633,-17.10117,IODP,325,M0053,A,104.6 m,NA,NA,MSP,0
IODP 2004-2013 325-M0054-A,146.57674,-17.1007,IODP,325,M0054,A,110.33 m,NA,NA,MSP,0
IODP 2004-2013 325-M0054-B,146.57674,-17.1007,IODP,325,M0054,B,110.33 m,NA,NA,MSP,0
IODP 2004-2013 325-M0055-A,146.5747,-17.10189,IODP,325,M0055,A,93.06 m,NA,NA,MSP,0
IODP 2004-2013 325-M0056-A,146.57416,-17.10224,IODP,325,M0056,A,85.56 m,NA,NA,MSP,0
IODP 2004-2013 325-M0057-A,146.56399,-17.10502,IODP,325,M0057,A,47.46 m,NA,NA,MSP,0
IODP 2004-2013 325-M0058-A,146.58928,-17.09727,IODP,325,M0058,A,172.41 m,NA,NA,MSP,0
IODP 2004-2013 327-U1362-A,-127.7612,47.761047,IODP,327,U1362,A,2665.4 m,44.41 m,2010-07-11T11:30:00Z,JR,0
IODP 2004-2013 327-U1362-B,-127.762187,47.758328,IODP,327,U1362,B,2665.4 m,NA,2010-07-10T08:15:00Z,JR,0
IODP 2004-2013 327-U1363-A,-128.035178,47.289258,IODP,327,U1363,A,2682.9 m,NA,2010-08-29T16:15:00Z,JR,0
IODP 2004-2013 327-U1363-B,-128.0351,47.289197,IODP,327,U1363,B,2682.9 m,49.74 m,2010-08-31T03:30:00Z,JR,0
IODP 2004-2013 327-U1363-C,-128.029402,47.292932,IODP,327,U1363,C,2682.9 m,7 m,2010-08-31T21:45:00Z,JR,0
IODP 2004-2013 327-U1363-D,-128.029332,47.292873,IODP,327,U1363,D,2682.9 m,15.03 m,2010-09-02T01:00:00Z,JR,0
IODP 2004-2013 327-U1363-E,-128.035745,47.28885,IODP,327,U1363,E,2682.9 m,NA,2010-09-03T07:00:00Z,JR,0
IODP 2004-2013 327-U1363-F,-128.035623,47.288768,IODP,327,U1363,F,2682.9 m,31.18 m,2010-09-03T11:30:00Z,JR,0
IODP 2004-2013 327-U1363-G,-128.036163,47.28853,IODP,327,U1363,G,2681.9 m,22.92 m,2010-09-03T17:30:00Z,JR,0
IODP 2004-2013 328-U1364-A,-126.872152,48.699937,IODP,328,U1364,A,1317.7 m,NA,2010-09-10T06:00:00Z,JR,4
