Name,Long,Lat,Program,Expedition,Site,Hole,water_depth,core,date,platform,Hiatus_status
DSDP 80-548-A,-12.1645,48.9155,DSDP,80,548,A,1251 m,249 m,NA,Challenger,4
DSDP 80-549,-13.098,49.088,DSDP,80,549,NA,2515 m,370 m,NA,Challenger,4
DSDP 80-549-A,-13.0982,49.0882,DSDP,80,549,A,2513 m,144 m,NA,Challenger,4
DSDP 80-550,-13.4395,48.5152,DSDP,80,550,NA,4420 m,263 m,NA,Challenger,2
DSDP 80-550-A,-13.4395,48.5152,DSDP,80,550,A,4420 m,NA,NA,Challenger,2
DSDP 80-550-B,-13.4387,48.516,DSDP,80,550,B,4420 m,178 m,NA,Challenger,2
DSDP 80-551,-13.5015,48.9107,DSDP,80,551,NA,3887 m,81 m,NA,Challenger,4
DSDP 81-552,-23.2313,56.0427,DSDP,81,552,NA,2301 m,79 m,NA,Challenger,4
DSDP 81-552-A,-23.2313,56.0427,DSDP,81,552,A,2301 m,183 m,NA,Challenger,4
DSDP 81-553,-23.3435,56.0887,DSDP,81,553,NA,2329 m,8.3 m,NA,Challenger,4
DSDP 81-553-A,-23.3435,56.0887,DSDP,81,553,A,2329 m,289 m,NA,Challenger,4
DSDP 81-553-B,-23.3435,56.0887,DSDP,81,553,B,2329 m,33 m,NA,Challenger,4
DSDP 81-554,-23.5282,56.2902,DSDP,81,554,NA,2576 m,54 m,NA,Challenger,4
DSDP 81-554-A,-23.5282,56.29,DSDP,81,554,A,2574 m,29 m,NA,Challenger,4
DSDP 81-555,-20.7822,56.5617,DSDP,81,555,NA,1659 m,505 m,NA,Challenger,4
DSDP 82-556,-34.6853,38.9397,DSDP,82,556,NA,3672 m,85 m,NA,Challenger,4
DSDP 82-557,-32.5597,38.8325,DSDP,82,557,NA,2143 m,1.2 m,NA,Challenger,0
DSDP 82-558,-37.3435,37.77,DSDP,82,558,NA,3754 m,239 m,NA,Challenger,6
DSDP 82-558-A,-37.3435,37.77,DSDP,82,558,A,3754 m,124 m,NA,Challenger,6
DSDP 82-559,-40.9167,35.1242,DSDP,82,559,NA,2754 m,23 m,NA,Challenger,0
DSDP 82-560,-38.8427,34.7222,DSDP,82,560,NA,3443 m,7.8 m,NA,Challenger,0
DSDP 82-561,-39.0283,34.785,DSDP,82,561,NA,3457 m,6 m,NA,Challenger,0
DSDP 82-562,-41.6793,33.1415,DSDP,82,562,NA,3172 m,45 m,NA,Challenger,0
DSDP 82-563,-43.7673,33.6422,DSDP,82,563,NA,3786 m,191 m,NA,Challenger,5
DSDP 82-564,-43.7672,33.7393,DSDP,82,564,NA,3820 m,35 m,NA,Challenger,1
DSDP 83-504-B,-83.7303,1.22685,DSDP,83,504,B,3460 m,107 m,NA,Challenger,0
DSDP 84-565,-86.0907,9.7282,DSDP,84,565,NA,3099 m,287 m,NA,Challenger,0
DSDP 84-566,-90.6965,12.8057,DSDP,84,566,NA,3745 m,21 m,NA,Challenger,0
DSDP 84-566-A,-90.6998,12.7985,DSDP,84,566,A,3826 m,0.1 m,NA,Challenger,0
DSDP 84-566-B,-90.6917,12.8135,DSDP,84,566,B,3661 m,NA,NA,Challenger,0
DSDP 84-566-C,-90.6922,12.814,DSDP,84,566,C,3661 m,5.8 m,NA,Challenger,0
DSDP 84-567,-90.9332,12.716,DSDP,84,567,NA,5500 m,0.6 m,NA,Challenger,1
DSDP 84-567-A,-90.932,12.7165,DSDP,84,567,A,5500 m,104 m,NA,Challenger,1
DSDP 84-568,-90.8,13.0722,DSDP,84,568,NA,2010 m,308 m,NA,Challenger,3
DSDP 84-569,-90.8392,12.9385,DSDP,84,569,NA,2744 m,135 m,NA,Challenger,6
DSDP 84-569-A,-90.8468,12.937,DSDP,84,569,A,2795 m,16 m,NA,Challenger,6
DSDP 84-570,-91.3928,13.2853,DSDP,84,570,NA,1698 m,165 m,NA,Challenger,4
DSDP 85-571,-114.142,3.9973,DSDP,85,571,NA,3962 m,7 m,NA,Challenger,0
DSDP 85-572,-113.842,1.4348,DSDP,85,572,NA,3893 m,9.2 m,NA,Challenger,0
DSDP 85-572-A,-113.842,1.4348,DSDP,85,572,A,3893 m,154 m,NA,Challenger,0
DSDP 85-572-B,-113.842,1.4348,DSDP,85,572,B,3893 m,20 m,NA,Challenger,0
DSDP 85-572-C,-113.842,1.4348,DSDP,85,572,C,3893 m,162 m,NA,Challenger,0
DSDP 85-572-D,-113.842,1.4348,DSDP,85,572,D,3893 m,259 m,NA,Challenger,0
DSDP 85-573,-133.309,0.4985,DSDP,85,573,NA,4301 m,159 m,NA,Challenger,3
DSDP 85-573-A,-133.309,0.4985,DSDP,85,573,A,4301 m,53 m,NA,Challenger,3
DSDP 85-573-B,-133.309,0.4985,DSDP,85,573,B,4301 m,280 m,NA,Challenger,3
DSDP 85-574,-133.33,4.2087,DSDP,85,574,NA,4561 m,209 m,NA,Challenger,2
DSDP 85-574-A,-133.33,4.2087,DSDP,85,574,A,4561 m,181 m,NA,Challenger,2
DSDP 85-574-B,-133.33,4.2087,DSDP,85,574,B,4561 m,9.4 m,NA,Challenger,2
DSDP 85-574-C,-133.33,4.2087,DSDP,85,574,C,4561 m,197 m,NA,Challenger,2
DSDP 85-575,-135.036,5.85,DSDP,85,575,NA,4536 m,99 m,NA,Challenger,2
DSDP 85-575-A,-135.036,5.85,DSDP,85,575,A,4536 m,140 m,NA,Challenger,2
DSDP 85-575-B,-135.036,5.85,DSDP,85,575,B,4536 m,119 m,NA,Challenger,2
DSDP 85-575-C,-135.036,5.85,DSDP,85,575,C,4536 m,16 m,NA,Challenger,2
DSDP 86-576,164.276,32.356,DSDP,86,576,NA,6217 m,68 m,NA,Challenger,3
DSDP 86-576-A,164.275,32.3563,DSDP,86,576,A,6217 m,66 m,NA,Challenger,3
DSDP 86-576-B,164.275,32.3562,DSDP,86,576,B,6217 m,74 m,NA,Challenger,3
DSDP 86-577,157.723,32.4418,DSDP,86,577,NA,2675 m,111 m,NA,Challenger,4
DSDP 86-577-A,157.723,32.4422,DSDP,86,577,A,2675 m,111 m,NA,Challenger,4
DSDP 86-577-B,157.723,32.4413,DSDP,86,577,B,2675 m,9.5 m,NA,Challenger,4
DSDP 86-578,151.629,33.926,DSDP,86,578,NA,6010 m,165 m,NA,Challenger,3
DSDP 86-579,153.836,38.628,DSDP,86,579,NA,5737 m,17 m,NA,Challenger,0
DSDP 86-579-A,153.838,38.6268,DSDP,86,579,A,5737 m,116 m,NA,Challenger,0
DSDP 86-580,153.976,41.6245,DSDP,86,580,NA,5375 m,141 m,NA,Challenger,0
DSDP 86-581,159.796,43.927,DSDP,86,581,NA,5476 m,76 m,NA,Challenger,0
DSDP 87-582,133.914,31.7752,DSDP,87,582,NA,4879 m,18 m,NA,Challenger,0
DSDP 87-582-A,133.913,31.775,DSDP,87,582,A,4879 m,16 m,NA,Challenger,0
DSDP 87-582-B,133.913,31.775,DSDP,87,582,B,4879 m,285 m,NA,Challenger,0
DSDP 87-583,133.857,31.8333,DSDP,87,583,NA,4634 m,84 m,NA,Challenger,0
DSDP 87-583-A,133.854,31.8363,DSDP,87,583,A,4618 m,48 m,NA,Challenger,0
DSDP 87-583-B,133.854,31.83,DSDP,87,583,B,4677 m,25 m,NA,Challenger,0
DSDP 87-583-C,133.854,31.83,DSDP,87,583,C,4677 m,18 m,NA,Challenger,0
DSDP 87-583-D,133.859,31.8293,DSDP,87,583,D,4676 m,70 m,NA,Challenger,0
DSDP 87-583-E,133.855,31.835,DSDP,87,583,E,4629 m,1 m,NA,Challenger,0
DSDP 87-583-F,133.855,31.835,DSDP,87,583,F,4629 m,47 m,NA,Challenger,0
DSDP 87-583-G,133.857,31.8345,DSDP,87,583,G,4627 m,62 m,NA,Challenger,0
DSDP 87-584,143.952,40.4667,DSDP,87,584,NA,4078 m,479 m,NA,Challenger,0
DSDP 87-584-A,143.945,40.4667,DSDP,87,584,A,4094 m,11 m,NA,Challenger,0
DSDP 87-584-B,143.96,40.4667,DSDP,87,584,B,4086 m,12 m,NA,Challenger,0
DSDP 88-581-A,159.796,43.9277,DSDP,88,581,A,5467 m,4.6 m,NA,Challenger,0
DSDP 88-581-B,159.796,43.9277,DSDP,88,581,B,5467 m,24 m,NA,Challenger,0
DSDP 88-581-C,159.797,43.924,DSDP,88,581,C,5467 m,16 m,NA,Challenger,0
DSDP 89-462-A,165.032,7.2417,DSDP,89,462,A,5177 m,74 m,NA,Challenger,5
DSDP 89-585,156.815,13.4833,DSDP,89,585,NA,6109 m,164 m,NA,Challenger,2
DSDP 89-585-A,156.815,13.4833,DSDP,89,585,A,6109 m,101 m,NA,Challenger,2
DSDP 89-586,158.498,-0.4973,DSDP,89,586,NA,2207 m,39 m,NA,Challenger,0
DSDP 89-586-A,158.498,-0.4973,DSDP,89,586,A,2207 m,257 m,NA,Challenger,0
DSDP 89-586-B,158.498,-0.4973,DSDP,89,586,B,2207 m,235 m,NA,Challenger,0
DSDP 89-586-C,158.498,-0.4973,DSDP,89,586,C,2207 m,2.2 m,NA,Challenger,0
DSDP 90-587,161.333,-21.1847,DSDP,90,587,NA,1101 m,89 m,NA,Challenger,0
DSDP 90-588,161.227,-26.1117,DSDP,90,588,NA,1533 m,221 m,NA,Challenger,5
DSDP 90-588-A,161.227,-26.1117,DSDP,90,588,A,1533 m,75 m,NA,Challenger,5
DSDP 90-588-B,161.227,-26.1117,DSDP,90,588,B,1533 m,256 m,NA,Challenger,5
DSDP 90-588-C,161.227,-26.1117,DSDP,90,588,C,1533 m,136 m,NA,Challenger,5
DSDP 90-589,163.64,-30.712,DSDP,90,589,NA,1391 m,35 m,NA,Challenger,0
DSDP 90-590,163.359,-31.167,DSDP,90,590,NA,1299 m,26 m,NA,Challenger,3
DSDP 90-590-A,163.359,-31.167,DSDP,90,590,A,1299 m,225 m,NA,Challenger,3
DSDP 90-590-B,163.359,-31.167,DSDP,90,590,B,1299 m,465 m,NA,Challenger,3
DSDP 90-591,164.449,-31.5843,DSDP,90,591,NA,2131 m,278 m,NA,Challenger,0
DSDP 90-591-A,164.449,-31.5843,DSDP,90,591,A,2131 m,233 m,NA,Challenger,0
DSDP 90-591-B,164.449,-31.5843,DSDP,90,591,B,2131 m,131 m,NA,Challenger,0
DSDP 90-592,165.442,-36.4733,DSDP,90,592,NA,1088 m,340 m,NA,Challenger,4
DSDP 90-593,167.674,-40.5078,DSDP,90,593,NA,1068 m,468 m,NA,Challenger,5
DSDP 90-593-A,167.674,-40.5078,DSDP,90,593,A,1068 m,228 m,NA,Challenger,5
DSDP 90-594,174.948,-45.5235,DSDP,90,594,NA,1204 m,300 m,NA,Challenger,0
DSDP 90-594-A,174.948,-45.5235,DSDP,90,594,A,1204 m,167 m,NA,Challenger,0
DSDP 90-594-B,174.948,-45.5235,DSDP,90,594,B,1204 m,34 m,NA,Challenger,0
DSDP 91-595,-165.531,-23.8225,DSDP,91,595,NA,5596 m,0.1 m,NA,Challenger,1
DSDP 91-595-A,-165.527,-23.8223,DSDP,91,595,A,5614 m,37 m,NA,Challenger,1
DSDP 91-595-B,-165.527,-23.8223,DSDP,91,595,B,5615 m,16 m,NA,Challenger,1
DSDP 91-596,-165.654,-23.8533,DSDP,91,596,NA,5701 m,39 m,NA,Challenger,5
DSDP 91-596-A,-165.654,-23.8533,DSDP,91,596,A,5701 m,9 m,NA,Challenger,5
DSDP 91-596-B,-165.654,-23.8533,DSDP,91,596,B,5701 m,9 m,NA,Challenger,5
DSDP 92-504-B,-83.7303,1.22685,DSDP,92,504,B,3464 m,NA,NA,Challenger,0
DSDP 92-597,-129.77,-18.8063,DSDP,92,597,NA,4166 m,42 m,NA,Challenger,2
DSDP 92-597-A,-129.77,-18.8072,DSDP,92,597,A,4163 m,48.6 m,NA,Challenger,2
DSDP 92-597-B,-129.77,-18.8072,DSDP,92,597,B,4163 m,5.4 m,NA,Challenger,2
DSDP 92-597-C,-129.77,-18.8072,DSDP,92,597,C,4164 m,55 m,NA,Challenger,2
DSDP 92-598,-124.677,-19.0047,DSDP,92,598,NA,3699 m,41 m,NA,Challenger,0
DSDP 92-598-A,-124.677,-19.0047,DSDP,92,598,A,3699 m,NA,NA,Challenger,0
DSDP 92-599,-119.881,-19.4515,DSDP,92,599,NA,3654 m,35 m,NA,Challenger,0
DSDP 92-599-A,-119.881,-19.4515,DSDP,92,599,A,3654 m,NA,NA,Challenger,0
DSDP 92-599-B,-119.881,-19.4515,DSDP,92,599,B,3654 m,12 m,NA,Challenger,0
DSDP 92-600,-116.84,-18.929,DSDP,92,600,NA,3346 m,5.4 m,NA,Challenger,0
DSDP 92-600-A,-116.84,-18.929,DSDP,92,600,A,3346 m,NA,NA,Challenger,0
DSDP 92-600-B,-116.84,-18.929,DSDP,92,600,B,3346 m,1.9 m,NA,Challenger,0
DSDP 92-600-C,-116.841,-18.9283,DSDP,92,600,C,3398 m,12 m,NA,Challenger,0
DSDP 92-601,-116.868,-18.9203,DSDP,92,601,NA,3433 m,19 m,NA,Challenger,0
DSDP 92-601-A,-116.868,-18.9203,DSDP,92,601,A,3433 m,NA,NA,Challenger,0
DSDP 92-601-B,-116.868,-18.9203,DSDP,92,601,B,3448 m,6.7 m,NA,Challenger,0
DSDP 92-602,-116.911,-18.9068,DSDP,92,602,NA,3535 m,6.2 m,NA,Challenger,0
DSDP 92-602-A,-116.911,-18.9068,DSDP,92,602,A,3535 m,2.3 m,NA,Challenger,0
DSDP 92-602-B,-116.911,-18.9068,DSDP,92,602,B,3535 m,4.2 m,NA,Challenger,0
DSDP 93-603,-70.0283,35.4943,DSDP,93,603,NA,4633 m,226 m,NA,Challenger,4
DSDP 93-603-A,-70.0282,35.4948,DSDP,93,603,A,4633 m,NA,NA,Challenger,4
DSDP 93-603-B,-70.0285,35.4952,DSDP,93,603,B,4633 m,486 m,NA,Challenger,4
DSDP 93-603-C,-70.031,35.4963,DSDP,93,603,C,4633 m,314 m,NA,Challenger,4
DSDP 93-604,-72.5492,38.7132,DSDP,93,604,NA,2361 m,118 m,NA,Challenger,0
DSDP 93-604-A,-72.5607,38.718,DSDP,93,604,A,2328 m,2.2 m,NA,Challenger,0
DSDP 93-605,-72.6092,38.7422,DSDP,93,605,NA,2194 m,532 m,NA,Challenger,4
DSDP 94-606,-35.4998,37.3387,DSDP,94,606,NA,3007 m,154 m,NA,Challenger,0
DSDP 94-606-A,-35.5003,37.3382,DSDP,94,606,A,3007 m,156 m,NA,Challenger,0
DSDP 94-607,-32.9573,41.0012,DSDP,94,607,NA,3427 m,284 m,NA,Challenger,0
DSDP 94-607-A,-32.9573,41.0012,DSDP,94,607,A,3427 m,205 m,NA,Challenger,0
DSDP 94-608,-23.0875,42.8367,DSDP,94,608,NA,3526 m,428 m,NA,Challenger,5
DSDP 94-608-A,-23.0875,42.8367,DSDP,94,608,A,3526 m,144 m,NA,Challenger,5
DSDP 94-609,-24.2382,49.8778,DSDP,94,609,NA,3884 m,301 m,NA,Challenger,0
DSDP 94-609-A,-24.2382,49.8778,DSDP,94,609,A,3884 m,18 m,NA,Challenger,0
DSDP 94-609-B,-24.2382,49.8778,DSDP,94,609,B,3883 m,308 m,NA,Challenger,0
DSDP 94-609-C,-24.2382,49.8778,DSDP,94,609,C,3883 m,35 m,NA,Challenger,0
DSDP 94-610,-18.8868,53.2215,DSDP,94,610,NA,2417 m,179 m,NA,Challenger,6
DSDP 94-610-A,-18.8868,53.2215,DSDP,94,610,A,2417 m,191 m,NA,Challenger,6
DSDP 94-610-B,-18.8868,53.2215,DSDP,94,610,B,2417 m,136 m,NA,Challenger,6
DSDP 94-610-C,-18.8868,53.2215,DSDP,94,610,C,2417 m,44 m,NA,Challenger,6
DSDP 94-610-D,-18.8948,53.2245,DSDP,94,610,D,2445 m,54 m,NA,Challenger,6
DSDP 94-610-E,-18.8948,53.2245,DSDP,94,610,E,2445 m,53 m,NA,Challenger,6
DSDP 94-611,-30.3097,52.8412,DSDP,94,611,NA,3203 m,112 m,NA,Challenger,0
DSDP 94-611-A,-30.3097,52.8412,DSDP,94,611,A,3201 m,99 m,NA,Challenger,0
DSDP 94-611-B,-30.3183,52.8358,DSDP,94,611,B,3228 m,9 m,NA,Challenger,0
DSDP 94-611-C,-30.3183,52.8358,DSDP,94,611,C,3230 m,344 m,NA,Challenger,0
DSDP 94-611-D,-30.3097,52.8412,DSDP,94,611,D,3195 m,122 m,NA,Challenger,0
DSDP 94-611-E,-30.3097,52.8412,DSDP,94,611,E,3195 m,19 m,NA,Challenger,0
DSDP 95-603-D,-70.0235,38.4998,DSDP,95,603,D,4641 m,9.5 m,NA,Challenger,4
DSDP 95-603-E,-70.0228,35.4997,DSDP,95,603,E,4641 m,0.6 m,NA,Challenger,4
DSDP 95-603-F,-70.0227,35.4978,DSDP,95,603,F,4640 m,18 m,NA,Challenger,4
DSDP 95-612,-72.7738,38.8202,DSDP,95,612,NA,1386 m,581 m,NA,Challenger,4
DSDP 95-613,-72.5238,38.771,DSDP,95,613,NA,2309 m,358 m,NA,Challenger,4
DSDP 96-614,-86.1368,25.068,DSDP,96,614,NA,3310 m,37 m,NA,Challenger,0
DSDP 96-614-A,-86.1368,25.068,DSDP,96,614,A,3310 m,56 m,NA,Challenger,0
DSDP 96-615,-85.9922,25.2223,DSDP,96,615,NA,3268 m,175 m,NA,Challenger,0
DSDP 96-615-A,-85.9925,25.2225,DSDP,96,615,A,3268 m,52 m,NA,Challenger,0
DSDP 96-616,-86.8805,26.8112,DSDP,96,616,NA,2983 m,143 m,NA,Challenger,0
DSDP 96-616-A,-86.881,26.8108,DSDP,96,616,A,2983 m,24 m,NA,Challenger,0
DSDP 96-616-B,-86.8808,26.811,DSDP,96,616,B,2983 m,114 m,NA,Challenger,0
DSDP 96-617,-88.5278,26.6988,DSDP,96,617,NA,2467 m,112 m,NA,Challenger,0
DSDP 96-617-A,-88.5278,26.6988,DSDP,96,617,A,2467 m,57 m,NA,Challenger,0
DSDP 96-618,-91.2622,27.0113,DSDP,96,618,NA,2412 m,67 m,NA,Challenger,0
DSDP 96-618-A,-91.2622,27.0113,DSDP,96,618,A,2412 m,18 m,NA,Challenger,0
DSDP 96-619,-91.409,27.1935,DSDP,96,619,NA,2259 m,119 m,NA,Challenger,0
DSDP 96-619-A,-91.409,27.1935,DSDP,96,619,A,2259 m,5.3 m,NA,Challenger,0
DSDP 96-620,-88.3708,26.8353,DSDP,96,620,NA,2608 m,198 m,NA,Challenger,0
DSDP 96-621,-88.496,26.731,DSDP,96,621,NA,2481 m,137 m,NA,Challenger,0
DSDP 96-622,-88.3803,26.6902,DSDP,96,622,NA,2491 m,100 m,NA,Challenger,0
DSDP 96-622-A,-88.3803,26.6902,DSDP,96,622,A,2491 m,5.5 m,NA,Challenger,0
DSDP 96-623,-86.2307,25.7682,DSDP,96,623,NA,3177 m,89 m,NA,Challenger,0
DSDP 96-624,-86.2772,25.754,DSDP,96,624,NA,3183 m,75 m,NA,Challenger,0
DSDP 96-624-A,-86.2772,25.754,DSDP,96,624,A,3183 m,87 m,NA,Challenger,0
ODP 100-625-A,-87.16,28.8317,ODP,100,625,A,889 m,18.8 m,01/12/85 1010,JR,0
ODP 100-625-B,-87.16,28.8317,ODP,100,625,B,889 m,222.22 m,01/18/85 0000,JR,0
ODP 100-625-C,-87.16,28.8317,ODP,100,625,C,889 m,39.36 m,01/20/85 2050,JR,0
ODP 101-626-A,-79.5468,25.6,ODP,101,626,A,846.8 m,5.01 m,02/01/85 0415,JR,3
ODP 101-626-B,-79.5468,25.6006,ODP,101,626,B,860 m,14.09 m,02/02/85 0115,JR,3
ODP 101-626-C,-79.5467,25.6003,ODP,101,626,C,855 m,66.84 m,02/03/85 0715,JR,3
ODP 101-626-D,-79.5468,25.6003,ODP,101,626,D,854 m,9.72 m,02/04/85 2300,JR,3
ODP 101-627-A,-78.2942,27.635,ODP,101,627,A,1026 m,9.47 m,02/10/85 0230,JR,4
ODP 101-627-B,-78.2942,27.635,ODP,101,627,B,1036 m,350.96 m,02/10/85 1415,JR,4
ODP 101-628-A,-78.3158,27.5308,ODP,101,628,A,974 m,217.49 m,02/17/85 2355,JR,4
ODP 101-629-A,-78.3683,27.4065,ODP,101,629,A,563 m,6.24 m,02/19/85 2030,JR,0
ODP 101-630-A,-78.3405,27.449,ODP,101,630,A,815 m,220.65 m,02/20/85 1020,JR,0
ODP 101-630-B,-78.3405,27.449,ODP,101,630,B,815 m,79.68 m,02/21/85 1020,JR,0
ODP 101-630-C,-78.3405,27.449,ODP,101,630,C,815 m,9.31 m,02/21/85 1900,JR,0
ODP 101-631-A,-75.7427,23.5867,ODP,101,631,A,1102 m,161.16 m,02/23/85 1115,JR,0
ODP 101-632-A,-75.4355,23.8407,ODP,101,632,A,2007 m,83.45 m,02/25/85 1050,JR,0
ODP 101-632-B,-75.4355,23.8407,ODP,101,632,B,2007 m,34.96 m,02/26/85 1250,JR,0
ODP 101-633-A,-75.6235,23.6885,ODP,101,633,A,1690 m,111.34 m,03/01/85 0836,JR,0
ODP 101-634-A,-77.3147,25.3837,ODP,101,634,A,2864 m,27.85 m,03/03/85 1500,JR,1
ODP 101-635-A,-77.332,25.4188,ODP,101,635,A,3445 m,6.39 m,03/09/85 0251,JR,4
ODP 101-635-B,-77.333,25.4197,ODP,101,635,B,3483 m,31.3 m,03/09/85 1730,JR,4
ODP 101-636-A,-77.3058,25.4185,ODP,101,636,A,3581 m,0.14 m,03/11/85 2100,JR,0
ODP 103-637-A,-12.8633,42.0883,ODP,103,637,A,5311 m,116.31 m,04/28/85 1800,JR,0
ODP 103-638-A,-12.1967,42.1533,ODP,103,638,A,4673 m,NA,05/05/85 0615,JR,4
ODP 103-638-B,-12.1967,42.1533,ODP,103,638,B,4673 m,212.87 m,05/06/85 0015,JR,4
ODP 103-638-C,-12.1967,42.1533,ODP,103,638,C,4673 m,37.7 m,06/01/85 1800,JR,4
ODP 103-639-A,-12.2483,42.1433,ODP,103,639,A,4735 m,35.72 m,05/23/85 0945,JR,4
ODP 103-639-B,-12.25,42.1433,ODP,103,639,B,4758 m,12.67 m,05/25/85 2345,JR,4
ODP 103-639-C,-12.2517,42.1433,ODP,103,639,C,4792 m,4.84 m,05/27/85 0545,JR,4
ODP 103-639-D,-12.255,42.1433,ODP,103,639,D,4753 m,25.27 m,05/27/85 1945,JR,4
ODP 103-639-E,-12.2567,42.1433,ODP,103,639,E,4770 m,1.95 m,06/06/85 0645,JR,4
ODP 103-639-F,-12.2583,42.1433,ODP,103,639,F,4771 m,0.89 m,06/07/85 1345,JR,4
ODP 103-640-A,-12.4633,42.0167,ODP,103,640,A,5201 m,15.72 m,06/04/85 0100,JR,1
ODP 103-641-A,-12.1817,42.155,ODP,103,641,A,4646 m,40.37 m,06/08/85 0330,JR,4
ODP 103-641-B,-12.1817,42.155,ODP,103,641,B,4649 m,NA,06/10/85 1430,JR,4
ODP 103-641-C,-12.1817,42.155,ODP,103,641,C,4650 m,112.48 m,06/11/85 1045,JR,4
ODP 104-642-A,2.9283,67.225,ODP,104,642,A,1281.6 m,9.9 m,06/28/85 0315,JR,4
ODP 104-642-B,2.9283,67.225,ODP,104,642,B,1281.6 m,214.61 m,06/28/85 1440,JR,4
ODP 104-642-C,2.93,67.22,ODP,104,642,C,1281.4 m,194.93 m,06/29/85 2015,JR,4
ODP 104-642-D,2.93,67.22,ODP,104,642,D,1281.4 m,119.94 m,07/01/85 1500,JR,4
ODP 104-642-E,2.93,67.22,ODP,104,642,E,1278.3 m,386.03 m,07/04/85 0010,JR,4
ODP 104-643-A,1.0333,67.715,ODP,104,643,A,2768.7 m,458.29 m,08/03/85 0607,JR,6
ODP 104-644-A,4.5767,66.6783,ODP,104,644,A,1225.2 m,238.67 m,08/08/85 1130,JR,0
ODP 104-644-B,4.5767,66.6783,ODP,104,644,B,1224.8 m,103.47 m,08/09/85 1015,JR,0
ODP 105-645-A,-64.6543,70.4572,ODP,105,645,A,2007.1 m,4.94 m,09/04/85 0100,JR,2
ODP 105-645-B,-64.6543,70.4572,ODP,105,645,B,2008.2 m,171.68 m,09/05/85 1325,JR,2
ODP 105-645-C,-64.6543,70.4572,ODP,105,645,C,2007.7 m,10.89 m,09/10/85 0125,JR,2
ODP 105-645-D,-64.6562,70.4572,ODP,105,645,D,2007.5 m,106.84 m,09/10/85 1200,JR,2
ODP 105-645-E,-64.655,70.458,ODP,105,645,E,2008.3 m,535.57 m,09/13/85 1700,JR,2
ODP 105-645-F,-64.6548,70.458,ODP,105,645,F,2008.3 m,12.34 m,09/27/85 2101,JR,2
ODP 105-645-G,-64.6548,70.458,ODP,105,645,G,2007.5 m,8.49 m,09/28/85 0645,JR,2
ODP 105-646-A,-48.3691,58.2093,ODP,105,646,A,3440.3 m,92.14 m,10/03/85 0545,JR,0
ODP 105-646-B,-48.3691,58.2093,ODP,105,646,B,3440.3 m,404.25 m,10/04/85 0845,JR,0
ODP 105-647-A,-45.262,53.3313,ODP,105,647,A,3868.5 m,444.6 m,10/15/85 0410,JR,4
ODP 105-647-B,-45.262,53.3313,ODP,105,647,B,3860.2 m,93.17 m,10/23/85 1815,JR,4
ODP 106-648-A,-44.9472,22.9218,ODP,106,648,A,3299.4 m,0.14 m,11/06/85 2020,JR,0
ODP 106-648-B,-44.9471,22.922,ODP,106,648,B,3333.3 m,6.77 m,11/11/85 1200,JR,0
ODP 106-649-A,-44.9507,23.369,ODP,106,649,A,3516.9 m,NA,12/12/85 0520,JR,0
ODP 106-649-B,-44.9507,23.369,ODP,106,649,B,3516.9 m,6 m,12/14/85 1729,JR,0
ODP 106-649-C,-44.9507,23.369,ODP,106,649,C,3518.4 m,0.15 m,12/14/85 2050,JR,0
ODP 106-649-D,-44.9507,23.369,ODP,106,649,D,3517.4 m,NA,12/15/85 0030,JR,0
ODP 106-649-E,-44.9507,23.369,ODP,106,649,E,3519.4 m,0.12 m,12/15/85 1015,JR,0
ODP 106-649-F,-44.9507,23.369,ODP,106,649,F,3514.4 m,0.04 m,12/16/85 0700,JR,0
ODP 106-649-G,-44.9512,23.3693,ODP,106,649,G,3517.7 m,0.25 m,12/17/85 0400,JR,0
ODP 106-649-H,-44.9512,23.3693,ODP,106,649,H,3510.7 m,0.15 m,12/17/85 1745,JR,0
ODP 106-649-I,-44.9512,23.3693,ODP,106,649,I,3510.7 m,NA,12/17/85 2100,JR,0
ODP 106-649-J,-44.9512,23.3693,ODP,106,649,J,3506.7 m,NA,12/17/85 2331,JR,0
ODP 107-650-A,13.9008,39.3567,ODP,107,650,A,3516.3 m,311.13 m,01/02/86 2238,JR,0
ODP 107-650-B,13.9008,39.3567,ODP,107,650,B,3516.3 m,NA,01/09/86 1430,JR,0
ODP 107-651-A,12.7565,40.1505,ODP,107,651,A,3578 m,185.66 m,01/11/86 0522,JR,0
ODP 107-652-A,12.1432,40.355,ODP,107,652,A,3446 m,445.3 m,01/18/86 0820,JR,0
ODP 107-653-A,11.4498,40.2643,ODP,107,653,A,2817 m,211.29 m,01/29/86 0158,JR,0
ODP 107-653-B,11.4492,40.2643,ODP,107,653,B,2817 m,217.58 m,01/31/86 1538,JR,0
ODP 107-654-A,10.6967,40.5793,ODP,107,654,A,2208 m,239.84 m,02/03/86 1040,JR,0
ODP 107-655-A,12.4653,40.1722,ODP,107,655,A,3290 m,77.38 m,02/08/86 2340,JR,0
ODP 107-655-B,12.4655,40.1887,ODP,107,655,B,3290 m,49.32 m,02/10/86 1615,JR,0
ODP 107-656-A,12.1838,40.1844,ODP,107,656,A,3597 m,50.03 m,02/13/86 1600,JR,0
ODP 107-656-B,12.1908,40.1848,ODP,107,656,B,3597 m,56.39 m,02/15/86 1400,JR,0
ODP 108-657-A,-20.9488,21.3315,ODP,108,657,A,4232 m,127.57 m,02/27/86 2215,JR,0
