unique sample ID or species Name,Which image file (or paper for modern),which object number,Which slide in the powerpoint,KPg. 66.04; Modern=0,type name,Taxonomy,Updated 6/13/2020,Genus,Family,Order,Class
Raja_clavata,"Gravendeel, Neer, and Brinkhuizen 8 (alar thorn)",,151,0,Circular tipping spines,Raja clavata,Raja clavata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_clavata,"Gravendeel, Neer, and Brinkhuizen 8 (malar buckler)",,152,0,Circular tipping spines,Raja clavata,Raja clavata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_clavata,"Gravendeel, Neer, and Brinkhuizen 8 (malar thorn)",,153,0,Circular tipping spines,Raja clavata,Raja clavata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_clavata,"Gravendeel, Neer, and Brinkhuizen 9 (median)",,154,0,Circular tipping spines,Raja clavata,Raja clavata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_clavata,"Gravendeel, Neer, and Brinkhuizen 9 (parallel)",,155,0,Fusiform spines,Raja clavata,Raja clavata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_clavata,"Gravendeel, Neer, and Brinkhuizen 9 (orbital)",,156,0,Circular tipping spines,Raja clavata,Raja clavata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_clavata,"Gravendeel, Neer, and Brinkhuizen 9 (fin)",,157,0,Circular tipping spines,Raja clavata,Raja clavata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_clavata,"Gravendeel, Neer, and Brinkhuizen 10 (pectoral fin)",,158,0,Circular tipping spines,Raja clavata,Raja clavata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_clavata,"Gravendeel, Neer, and Brinkhuizen 10 (straight leaf type prickle)",,159,0,Circular tipping spines,Raja clavata,Raja clavata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_clavata,"Gravendeel, Neer, and Brinkhuizen 10 (myrmecoid lead type prickle) ",,160,0,Triangular Spines,Raja clavata,Raja clavata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_microocellata,"Gravendeel, Neer, and Brinkhuizen 11 (median)",,161,0,Fusiform spines,Raja microocellata,Raja microocellata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_microocellata,"Gravendeel, Neer, and Brinkhuizen 11 (rosteral)",,162,0,Smooth Petal,Raja microocellata,Raja microocellata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_microocellata,"Gravendeel, Neer, and Brinkhuizen 11 (cross type prickle)",,163,0,Circular tipping spines,Raja microocellata,Raja microocellata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_microocellata,"Gravendeel, Neer, and Brinkhuizen 12 (claw type prickle)",,164,0,Circular tipping spines,Raja microocellata,Raja microocellata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_microocellata,"Gravendeel, Neer, and Brinkhuizen 12 (leaf type prickle)",,165,0,Triangular Spines,Raja microocellata,Raja microocellata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_microocellata,"Gravendeel, Neer, and Brinkhuizen 12 (star type prickle)",,166,0,Smooth Petal,Raja microocellata,Raja microocellata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_microocellata,"Gravendeel, Neer, and Brinkhuizen 12 (prickle)",,167,0,Circular tipping spines,Raja microocellata,Raja microocellata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_montagui,"Gravendeel, Neer, and Brinkhuizen 13 (median)",,168,0,Fusiform spines,Raja montagui,Raja montagui,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_montagui,"Gravendeel, Neer, and Brinkhuizen 13 (parallel)",,169,0,Circular tipping spines,Raja montagui,Raja montagui,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_montagui,"Gravendeel, Neer, and Brinkhuizen 13 (alar)",,170,0,Circular tipping spines,Raja montagui,Raja montagui,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_montagui,"Gravendeel, Neer, and Brinkhuizen 13 (malar)",,171,0,Fusiform spines,Raja montagui,Raja montagui,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_montagui,"Gravendeel, Neer, and Brinkhuizen 13 (suprascapular)",,172,0,Circular tipping spines,Raja montagui,Raja montagui,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_montagui,"Gravendeel, Neer, and Brinkhuizen 14 (pectoral fin)",,173,0,Circular tipping spines,Raja montagui,Raja montagui,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_montagui,"Gravendeel, Neer, and Brinkhuizen 14 (orbital)",,174,0,Circular tipping spines,Raja montagui,Raja montagui,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_montagui,"Gravendeel, Neer, and Brinkhuizen 14 (cross type prickle)",,175,0,Fusiform spines,Raja montagui,Raja montagui,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_undulata,"Gravendeel, Neer, and Brinkhuizen 17 (alar)",,176,0,Fusiform spines,Raja undulata,Raja undulata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_undulata,"Gravendeel, Neer, and Brinkhuizen 17 (pectoral fin)",,177,0,Circular tipping spines,Raja undulata,Raja undulata,Raja,Rajidae,Rajiformes,Elasmobranchii
Raja_undulata,"Gravendeel, Neer, and Brinkhuizen 17 (claw type prickle)",,178,0,Circular tipping spines,Raja undulata,Raja undulata,Raja,Rajidae,Rajiformes,Elasmobranchii
Dipturus_batis,"Gravendeel, Neer, and Brinkhuizen 18 (lateral)",,179,0,Nub Spine,Dipturus batis,Dipturus batis,Dipturus,Rajidae,Rajiformes,Elasmobranchii
Dipturus_batis,"Gravendeel, Neer, and Brinkhuizen 18 (median)",,180,0,Smooth,Dipturus batis,Dipturus batis,Dipturus,Rajidae,Rajiformes,Elasmobranchii
Dipturus_batis,"Gravendeel, Neer, and Brinkhuizen 18 (cross type)",1,181,0,Circular tipping spines,Dipturus batis,Dipturus batis,Dipturus,Rajidae,Rajiformes,Elasmobranchii
Leucoraja_circularis,"Gravendeel, Neer, and Brinkhuizen 22 (median)",2,181,0,Smooth,Leucoraja circularis,Leucoraja circularis,Leucoraja,Rajidae,Rajiformes,Elasmobranchii
Leucoraja_circularis,"Gravendeel, Neer, and Brinkhuizen 22 (median)",3,181,0,Fusiform spines,Leucoraja circularis,Leucoraja circularis,Leucoraja,Rajidae,Rajiformes,Elasmobranchii
Leucoraja_circularis,"Gravendeel, Neer, and Brinkhuizen 22 (pectoral fin)",4,181,0,Circular tipping spines,Leucoraja circularis,Leucoraja circularis,Leucoraja,Rajidae,Rajiformes,Elasmobranchii
Amblyraja_radiata,"Gravendeel, Neer, and Brinkhuizen 26 (lateral)",5,181,0,Circular tipping spines,Amblyraja radiata,Amblyraja radiata,Amblyraja,Rajidae,Rajiformes,Elasmobranchii
Amblyraja_radiata,"Gravendeel, Neer, and Brinkhuizen 26 (pectoral fin)",6,181,0,Circular tipping spines,Amblyraja radiata,Amblyraja radiata,Amblyraja,Rajidae,Rajiformes,Elasmobranchii
Amblyraja_radiata,"Gravendeel, Neer, and Brinkhuizen 26 (pectoral fin)",7,181,0,Circular tipping spines,Amblyraja radiata,Amblyraja radiata,Amblyraja,Rajidae,Rajiformes,Elasmobranchii
Amblyraja_radiata,"Gravendeel, Neer, and Brinkhuizen 26 (star type prickle)",,,0,Triangular Spines,Amblyraja radiata,Amblyraja radiata,Amblyraja,Rajidae,Rajiformes,Elasmobranchii
Amblyraja_radiata,"Gravendeel, Neer, and Brinkhuizen 26 (alar)",,,0,Circular tipping spines,Amblyraja radiata,Amblyraja radiata,Amblyraja,Rajidae,Rajiformes,Elasmobranchii
Manta_birostris,"Marshall, Compagno, and Bennett 6 (C)",,,0,Circular tipping spines,Manta birostris,Mobula birostris,Mobula,Myliobatidae,Myliobatiformes,Elasmobranchii
Manta_birostris,"Marshall, Compagno, and Bennett 6 (D)",,,0,Asymmetrical Kite with Ridged Mound,Manta birostris,Mobula birostris,Mobula,Myliobatidae,Myliobatiformes,Elasmobranchii
Manta_alfredi,"Marshall, Compagno, and Bennett 14 (C)",,,0,Volcano,Manta alfredi,Mobula alfredi,Mobula,Myliobatidae,Myliobatiformes,Elasmobranchii
Heterodontus_japonicus,Reif,Text-fig.1D,182,0,Airplane,Heterodontus japonicus,Heterodontus japonicus,Heterodontus,Heterodontidae,Heterodontiformes,Elasmobranchii
Chlamydoselachus anguineus,Reif,Pg. 103 L,183,0,Troughed Trident,Chlamydoselachus anguineus,Chlamydoselachus anguineus,Chlamydoselachus,Chlamydoselachidae,Hexanchiformes,Elasmobranchii
Chlamydoselachus anguineus,Reif,Pg. 103 B1,184,0,Single Dimpled Heptagon,Chlamydoselachus anguineus,Chlamydoselachus anguineus,Chlamydoselachus,Chlamydoselachidae,Hexanchiformes,Elasmobranchii
Chlamydoselachus anguineus,Reif,Pg. 103 B5,185,0,Central Ridged Triangle,Chlamydoselachus anguineus,Chlamydoselachus anguineus,Chlamydoselachus,Chlamydoselachidae,Hexanchiformes,Elasmobranchii
Chlamydoselachus anguineus,Reif,Pg. 103 C2,186,0,Central Ridged Triangle,Chlamydoselachus anguineus,Chlamydoselachus anguineus,Chlamydoselachus,Chlamydoselachidae,Hexanchiformes,Elasmobranchii
Hexanchus griseus,Reif,Pg. 103 B1,187,0,Trident,Hexanchus griseus,Hexanchus griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii
Hexanchus griseus,Reif,Pg. 103 C1,188,0,Madeleine,Hexanchus griseus,Hexanchus griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii
Hexanchus griseus,Reif,Pg. 105 M1,189,0,Many Ridged Trident,Hexanchus griseus,Hexanchus griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii
Hexanchus griseus,Reif,Pg. 105 H1,190,0,Smooth,Hexanchus griseus,Hexanchus griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii
Hexanchus griseus,Reif,Pg. 105 H3,191,0,Trident,Hexanchus griseus,Hexanchus griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii
Hexanchus griseus,Reif,Pg. 105 M3,192,0,Eared Trident,Hexanchus griseus,Hexanchus griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii
Etmopterus bullisi,Reif,Pg. 108 B2,193,0,Circular tipping spines,Etmopterus bullisi,Etmopterus bullisi,Etmopterus,Etmopteridae,Squaliformes,Elasmobranchii
Etmopterus schultzi,Reif,Pg. 108 H1,194,0,Volcano,Etmopterus schultzi,Etmopterus schultzi,Etmopterus,Etmopteridae,Squaliformes,Elasmobranchii
Etmopterus schultzi,Reif,Pg. 108 B3,195,0,Kite-Like,Etmopterus schultzi,Etmopterus schultzi,Etmopterus,Etmopteridae,Squaliformes,Elasmobranchii
Etmopterus spinax,Reif,Pg. 110 C2,196,0,Circular tipping spines,Etmopterus spinax,Etmopterus spinax,Etmopterus,Etmopteridae,Squaliformes,Elasmobranchii
Etmopterus virens,Reif,Pg. 110 B1,197,0,Asymmetrical Kite with Ridged Mound,Etmopterus virens,Etmopterus virens,Etmopterus,Etmopteridae,Squaliformes,Elasmobranchii
Etmopterus virens,Reif,Pg. 110 C2,198,0,Fusiform spines,Etmopterus virens,Etmopterus virens,Etmopterus,Etmopteridae,Squaliformes,Elasmobranchii
Centrophorus granulosus,Reif,Pg. 112 H1,199,0,Shallow Ridged Wide Crown,Centrophorus granulosus,Centrophorus granulosus,Centrophorus,Centrophoridae,Squaliformes,Elasmobranchii
Centrophorus granulosus,Reif,Pg. 112 H3,200,0,Stretched Branching Crown,Centrophorus granulosus,Centrophorus granulosus,Centrophorus,Centrophoridae,Squaliformes,Elasmobranchii
Centrophorus granulosus,Reif,Pg. 112 B1,201,0,Shallow Ridged Wide Crown,Centrophorus granulosus,Centrophorus granulosus,Centrophorus,Centrophoridae,Squaliformes,Elasmobranchii
Centrophorus granulosus,Reif,Pg. 112 Cla,202,0,Shallow Ridged Wide Crown,Centrophorus granulosus,Centrophorus granulosus,Centrophorus,Centrophoridae,Squaliformes,Elasmobranchii
Centrophorus granulosus,Reif,Pg. 112 M3,203,0,Thin Ridged Trident,Centrophorus granulosus,Centrophorus granulosus,Centrophorus,Centrophoridae,Squaliformes,Elasmobranchii
Squalus acanthias,Reif,Pg. 114 H1,204,0,Elephant,Squalus acanthias,Squalus acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii
Squalus acanthias,Reif,Pg. 114 DF,205,0,Trident,Squalus acanthias,Squalus acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii
Squalus acanthias,Reif,Pg. 114 H1,206,0,Smooth,Squalus acanthias,Squalus acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii
Squalus acanthias,Reif,Pg. 114 B2,207,0,Elephant,Squalus acanthias,Squalus acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii
Squalus acanthias,Reif,Pg. 114 C2,208,0,Triangular Spines,Squalus acanthias,Squalus acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii
Squalus acanthias,Reif,Pg. 116 M1,209,0,Central Ridged Petal,Squalus acanthias,Squalus acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii
Squalus acanthias,Reif,Pg. 116 G,210,0,Smooth,Squalus acanthias,Squalus acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii
Squalus acanthias,Reif,Pg. 116 B2,211,0,Funky Central Ridged Spade,Squalus acanthias,Squalus acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii
Squalus acanthias,Reif,Pg. 116 B3,212,0,Lopsided Trident,Squalus acanthias,Squalus acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii
Squalus acanthias,Reif,Pg. 118 C2,213,0,Trident,Squalus acanthias,Squalus acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii
Squalus acanthias,Reif,Pg. 118 Cla,214,0,Smooth Spade,Squalus acanthias,Squalus acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii
Squalus acanthias,Reif,Pg. 118 H1,215,0,Smooth,Squalus acanthias,Squalus acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii
Squalus acanthias,Reif,Pg. 118 H3,216,0,Funky Central Ridged Spade,Squalus acanthias,Squalus acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii
Squalus acanthias,Reif,Pg. 118 M2,217,0,Smooth Petal,Squalus acanthias,Squalus acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii
Squalus acanthias,Reif,Pg. 118 B3,218,0,Trident,Squalus acanthias,Squalus acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii
Oxynotus centrina,Reif,Pg. 120 H2,219,0,Oak Leaf,Oxynotus centrina,Oxynotus centrina,Oxynotus,Oxynotidae,Squaliformes,Elasmobranchii
Oxynotus centrina,Reif,Pg. 120 B1,220,0,Dagger,Oxynotus centrina,Oxynotus centrina,Oxynotus,Oxynotidae,Squaliformes,Elasmobranchii
Oxynotus centrina,Reif,Pg. 120 B3,221,0,Airplane,Oxynotus centrina,Oxynotus centrina,Oxynotus,Oxynotidae,Squaliformes,Elasmobranchii
Oxynotus centrina,Reif,Pg. 120 DF,222,0,Airplane,Oxynotus centrina,Oxynotus centrina,Oxynotus,Oxynotidae,Squaliformes,Elasmobranchii
Oxynotus centrina,Reif,Pg. 120 P1,223,0,Trident,Oxynotus centrina,Oxynotus centrina,Oxynotus,Oxynotidae,Squaliformes,Elasmobranchii
Oxynotus centrina,Reif,Pg. 120 P3,224,0,Central Ridged Extended Trident,Oxynotus centrina,Oxynotus centrina,Oxynotus,Oxynotidae,Squaliformes,Elasmobranchii
Euprotomicrus bispinatus,Reif,Pg. 124 B1,225,0,Many Celled Central Complex Polygon,Euprotomicrus bispinatus,Euprotomicrus bispinatus,Euprotomicrus,Dalatiidae,Squaliformes,Elasmobranchii
Isistius brasiliensis,Reif,Pg. 124 B2,226,0,Sharp Kite,Isistius brasiliensis,Isistius brasiliensis,Isistius,Dalatiidae,Squaliformes,Elasmobranchii
Squatina squatina,Reif,Pg. 126 H1,227,0,Smooth,Squatina squatina,Squatina squatina,Squatina,Squatinidae,Squatiniformes,Elasmobranchii
Squatina squatina,Reif,Pg. 126 H2 Small to right,228,0,Central Ridged Triangle,Squatina squatina,Squatina squatina,Squatina,Squatinidae,Squatiniformes,Elasmobranchii
Squatina squatina,Reif,Pg. 126 H2 Large Central ,228,0,Wishbone,Squatina squatina,Squatina squatina,Squatina,Squatinidae,Squatiniformes,Elasmobranchii
Squatina squatina,Reif,Pg. 126 H3,229,0,Smooth,Squatina squatina,Squatina squatina,Squatina,Squatinidae,Squatiniformes,Elasmobranchii
Squatina squatina,Reif,Pg. 126 B4,230,0,Trident,Squatina squatina,Squatina squatina,Squatina,Squatinidae,Squatiniformes,Elasmobranchii
Squatina squatina,Reif,Pg. 126 M1,231,0,Criss cross,Squatina squatina,Squatina squatina,Squatina,Squatinidae,Squatiniformes,Elasmobranchii
Squatina japonica,Reif,Pg. 128 B1,232,0,Central Troughed Petal,Squatina japonica,Squatina japonica,Squatina,Squatinidae,Squatiniformes,Elasmobranchii
Squatina japonica,Reif,Pg. 128 B4,233,0,Trident,Squatina japonica,Squatina japonica,Squatina,Squatinidae,Squatiniformes,Elasmobranchii
Squatina japonica,Reif,Pg. 128 P4,234,0,Smooth,Squatina japonica,Squatina japonica,Squatina,Squatinidae,Squatiniformes,Elasmobranchii
Squatina japonica,Reif,Pg. 128 B4,235,0,Airplane,Squatina japonica,Squatina japonica,Squatina,Squatinidae,Squatiniformes,Elasmobranchii
Chiloscyllium plagiosum,Reif,Pg. 130 H2,236,0,Smooth,Chiloscyllium plagiosum,Chiloscyllium plagiosum,Chiloscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii
Chiloscyllium plagiosum,Reif,Pg. 130 B1,237,0,Minnie Indented Shell,Chiloscyllium plagiosum,Chiloscyllium plagiosum,Chiloscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii
Chiloscyllium plagiosum,Reif,Pg. 130 B3,238,0,Smooth Petal,Chiloscyllium plagiosum,Chiloscyllium plagiosum,Chiloscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii
Chiloscyllium plagiosum,Reif,Pg. 130 C3,239,0,Smooth Petal,Chiloscyllium plagiosum,Chiloscyllium plagiosum,Chiloscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii
Chiloscyllium plagiosum,Reif,Pg. 130 G,240,0,Smooth,Chiloscyllium plagiosum,Chiloscyllium plagiosum,Chiloscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii
Chiloscyllium plagiosum,Reif,Pg. 130 M1,241,0,Smooth Nubbed,Chiloscyllium plagiosum,Chiloscyllium plagiosum,Chiloscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii
Chiloscyllium punctatum,Reif,Pg. 132 H2,242,0,Minnie Indented Shell,Chiloscyllium punctatum,Chiloscyllium punctatum,Chiloscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii
Chiloscyllium punctatum,Reif,Pg. 132 B1,243,0,Shallow Ridged Wide Crown,Chiloscyllium punctatum,Chiloscyllium punctatum,Chiloscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii
Chiloscyllium punctatum,Reif,Pg. 132 B3,244,0,Smooth Petal,Chiloscyllium punctatum,Chiloscyllium punctatum,Chiloscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii
Chiloscyllium punctatum,Reif,Pg. 132 M1,245,0,Smooth Nubbed,Chiloscyllium punctatum,Chiloscyllium punctatum,Chiloscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii
Nebrius ferrugineus,Reif,Pg. 132 H1,246,0,Smooth,Nebrius ferrugineus,Nebrius ferrugineus,Nebrius,Ginglymostomatidae,Orectolobiformes,Elasmobranchii
Nebrius ferrugineus,Reif,Pg. 132 H3,247,0,Smooth Petal,Nebrius ferrugineus,Nebrius ferrugineus,Nebrius,Ginglymostomatidae,Orectolobiformes,Elasmobranchii
Nebrius ferrugineus,Reif,Pg. 132 C1,248,0,Single Ridged Spade,Nebrius ferrugineus,Nebrius ferrugineus,Nebrius,Ginglymostomatidae,Orectolobiformes,Elasmobranchii
Nebrius ferrugineus,Reif,Pg. 132 M1,249,0,Triangular Spines,Nebrius ferrugineus,Nebrius ferrugineus,Nebrius,Ginglymostomatidae,Orectolobiformes,Elasmobranchii
Echinorhinus brucus,Reif,Pg. 135 ,250,0,Radial Angled Spines,Echinorhinus brucus,Echinorhinus brucus,Echinorhinus,Echinorhinidae,Squaliformes,Elasmobranchii
Odontaspis taurus,Reif,Pg. 137 H1,251,0,Minnie Indented Shell,Odontaspis taurus,Carcharias taurus,Carcharias,Odontaspididae,Lamniformes,Elasmobranchii
Odontaspis taurus,Reif,Pg. 137 H2,252,0,Trident,Odontaspis taurus,Carcharias taurus,Carcharias,Odontaspididae,Lamniformes,Elasmobranchii
Odontaspis taurus,Reif,Pg. 137 H3_Small,253,0,Trident,Odontaspis taurus,Carcharias taurus,Carcharias,Odontaspididae,Lamniformes,Elasmobranchii
Odontaspis taurus,Reif,Pg. 137 H3_Big,253,0,Shallow Ridged Wide Crown,Odontaspis taurus,Carcharias taurus,Carcharias,Odontaspididae,Lamniformes,Elasmobranchii
Odontaspis taurus,Reif,Pg. 137 C1,254,0,Trident,Odontaspis taurus,Carcharias taurus,Carcharias,Odontaspididae,Lamniformes,Elasmobranchii
Odontaspis taurus,Reif,Pg. 137 C3,255,0,Trident,Odontaspis taurus,Carcharias taurus,Carcharias,Odontaspididae,Lamniformes,Elasmobranchii
Odontaspis taurus,Reif,Pg. 137 M2,256,0,Round Sided Trident,Odontaspis taurus,Carcharias taurus,Carcharias,Odontaspididae,Lamniformes,Elasmobranchii
Alopias vulpinus,Reif,Pg. 139 C1,257,0,Five Thin Ridged Fan,Alopias vulpinus,Alopias vulpinus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias vulpinus,Reif,Pg. 139 C2,258,0,Trident,Alopias vulpinus,Alopias vulpinus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias vulpinus,Reif,Pg. 139 C3,259,0,Trident,Alopias vulpinus,Alopias vulpinus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias vulpinus,Reif,Pg. 139 P1,260,0,Ridged Circle,Alopias vulpinus,Alopias vulpinus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias vulpinus,Reif,Pg. 139 P3,261,0,Trident,Alopias vulpinus,Alopias vulpinus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias superciliosus,Reif,Pg. 141 H1,262,0,Smooth,Alopias superciliosus,Alopias superciliosus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias superciliosus,Reif,Pg. 141 H1/2 Little middle,263,0,Ridged Circle,Alopias superciliosus,Alopias superciliosus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias superciliosus,Reif,Pg. 141 H1/2 Bigger surround,263,0,Five Thinned Ridged Branching Fan,Alopias superciliosus,Alopias superciliosus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias superciliosus,Reif,Pg. 141 H2 little upper half,264,0,Trident,Alopias superciliosus,Alopias superciliosus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias superciliosus,Reif,Pg. 141 H2 middle left,264,0,Five Thin Ridged Fan,Alopias superciliosus,Alopias superciliosus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias superciliosus,Reif,Pg. 141 H2 larger bottom right,264,0,Many Ridged Linear Fan,Alopias superciliosus,Alopias superciliosus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias superciliosus,Reif,Pg. 141 H3,265,0,Skinny Pear Shaped Wedge,Alopias superciliosus,Alopias superciliosus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias superciliosus,Reif,Pg. 141 C1,266,0,Trident,Alopias superciliosus,Alopias superciliosus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias superciliosus,Reif,Pg. 143 P1,267,0,Central Ridged Extended Trident,Alopias superciliosus,Alopias superciliosus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias superciliosus,Reif,Pg. 143 P3,268,0,Trident,Alopias superciliosus,Alopias superciliosus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias superciliosus,Reif,Pg. 143 G,269,0,Minnie Ridged Circle,Alopias superciliosus,Alopias superciliosus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias superciliosus,Reif,Pg. 143 M1,270,0,Minnie Indented Shell,Alopias superciliosus,Alopias superciliosus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Alopias superciliosus,Reif,Pg. 143 M3,271,0,Trident,Alopias superciliosus,Alopias superciliosus,Alopias,Alopiidae,Lamniformes,Elasmobranchii
Isurus oxyrinchus,Reif,Pg. 145 H1,272,0,Trident,Isurus oxyrinchus,Isurus oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii
Isurus oxyrinchus,Reif,Pg. 145 H3,273,0,Trident,Isurus oxyrinchus,Isurus oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii
Isurus oxyrinchus,Reif,Pg. 145 B5 smaller,274,0,Trident,Isurus oxyrinchus,Isurus oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii
Isurus oxyrinchus,Reif,Pg. 145 B5 Larger,274,0,Pear Shaped Wedge,Isurus oxyrinchus,Isurus oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii
Isurus oxyrinchus,Reif,Pg. 145 B2,275,0,Trident,Isurus oxyrinchus,Isurus oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii
Isurus oxyrinchus,Reif,Pg. 145 M1,276,0,Smooth Petal,Isurus oxyrinchus,Isurus oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii
Isurus oxyrinchus,Reif,Pg. 145 H1,277,0,Smooth,Isurus oxyrinchus,Isurus oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii
Isurus oxyrinchus,Reif,Pg. 147 H2,278,0,Five Ridged Linear Fan,Isurus oxyrinchus,Isurus oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii
Isurus oxyrinchus,Reif,Pg. 147 H3,279,0,Trident,Isurus oxyrinchus,Isurus oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii
Isurus oxyrinchus,Reif,Pg. 147 C1,280,0,Trident,Isurus oxyrinchus,Isurus oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii
Isurus oxyrinchus,Reif,Pg. 147 C2,281,0,Central Ridged Extended Trident,Isurus oxyrinchus,Isurus oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii
Isurus oxyrinchus,Reif,Pg. 147 P1,282,0,Five Thin Ridged Fan,Isurus oxyrinchus,Isurus oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii
Isurus oxyrinchus,Reif,Pg. 147 M1,283,0,Smooth Petal,Isurus oxyrinchus,Isurus oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii
Lamna nasus,Reif,Pg. 149 H1,284,0,Five Ridged Linear Fan,Lamna nasus,Lamna nasus,Lamna,Lamnidae,Lamniformes,Elasmobranchii
Lamna nasus,Reif,Pg. 149 H2,285,0,Five Ridged Linear Fan,Lamna nasus,Lamna nasus,Lamna,Lamnidae,Lamniformes,Elasmobranchii
Lamna nasus,Reif,Pg. 149 H3 Small surrounding,286,0,Five Ridged Linear Fan,Lamna nasus,Lamna nasus,Lamna,Lamnidae,Lamniformes,Elasmobranchii
