age,teeth,dent,sedWT,sedMAR,teethAR,dentAR,IODP_ID
10.752513,13,0,18.0934,79.27177337,56.95629643,0,886C-7H-2W-100-103cm
10.775888,14,0,20.1264,79.59706574,55.36802013,0,886C-7H-2W-105-108cm
10.799263,13,0,20.229,79.92059516,51.36031129,0,886C-7H-2W-110-113cm
10.822638,15,0,18.5534,80.24412457,64.87554133,0,886C-7H-2W-115-118cm
10.846013,10,0,18.8567,80.56765398,42.72627447,0,886C-7H-2W-120-123cm
10.869388,7,0,18.4434,80.89118339,30.7014045,0,886C-7H-2W-125-128cm
10.89267,12,0,18.407,81.50073018,53.13243669,0,886C-7H-2W-130-133cm
10.915259,13,0,19.6588,84.00106246,55.54834537,0,886C-7H-2W-135-138cm
10.937848,12,0,17.6994,84.00106246,56.95180343,0,886C-7H-2W-140-143cm
10.960438,10,1,17.7896,83.99734396,47.2171066,4.72171066,886C-7H-2W-145-148cm
11.005616,13,1,19.5518,84.00106246,55.85234158,4.296333967,886C-7H-3W-5-8cm
11.028205,20,0,17.4636,84.00106246,96.20131298,0,886C-7H-3W-10-13cm
11.050795,25,0,20.1505,83.99734396,104.212481,0,886C-7H-3W-15-18cm
11.073384,29,2,29.982,84.00106246,81.24977691,5.603432891,886C-7H-3W-20-23cm
11.095973,31,0,20.1321,84.00106246,129.3473079,0,886C-7H-3W-25-28cm
11.118562,65,0,20.7882,84.00106246,262.6523249,0,886C-7H-3W-30-33cm
11.142071,46,1,21.6587,80.71376919,171.4245722,3.726621136,886C-7H-3W-35-38cm
11.165643,40,1,22.8504,80.49804853,140.9131543,3.522828858,886C-7H-3W-40-43cm
11.189214,84,0,23.8427,80.50146366,283.6139761,0,886C-7H-3W-45-48cm
11.214286,80,0,22.3297,80.49816528,288.3985554,0,886C-7H-3W-50-53cm
11.242681,92,0,19.5085,80.97384795,381.8640086,0,886C-7H-3W-55-58cm
11.269493,78,0,21.6435,85.48689988,308.0822506,0,886C-7H-3W-60-63cm
11.300326,70,2,15.578,85.17585671,382.7391173,10.93540335,886C-7H-3W-65-68cm
11.340543,28,0,19.1221,84.77109989,124.1281448,0,886C-7H-3W-70-73cm
11.380761,155,1,22.1579,84.3635867,590.1441896,3.807381868,886C-7H-3W-75-78cm
11.420978,184,1,24.3292,83.960279,634.9855867,3.451008623,886C-7H-3W-80-83cm
11.461196,121,2,21.5705,83.55278597,468.6904384,7.746949395,886C-7H-3W-85-88cm
11.501413,64,3,18.7355,83.14945811,284.0364719,13.31420962,886C-7H-3W-90-93cm
11.54163,134,6,21.0096,82.7440527,527.7446054,23.63035547,886C-7H-3W-95-98cm
11.581848,154,3,23.3538,82.33658991,542.9452529,10.57685558,886C-7H-3W-100-103cm
NA,NA,NA,NA,NA,NA,NA,NA
22.3102,263,35,16.0824,2.084040193,34.08089407,4.535480199,886C-7H-3W-130-133cm
22.4442,379,29,17.4004,23.68656716,515.9196889,39.47670443,886C-7H-3W-135-138cm
22.5782,172,22,13.6038,23.53731343,297.5946361,38.0644302,886C-7H-3W-140-143cm
22.7122,176,13,13.6922,23.3880597,300.6309072,22.20569201,886C-7H-3W-145-148cm
22.9802,161,28,14.973,23.08955224,248.2747553,43.17821831,886C-7H-4W-5-8cm
23.1142,139,19,15.6997,22.94029851,203.1058869,27.76267519,886C-7H-4W-10-13cm
23.2482,122,12,15.2297,22.79104478,182.5713877,17.95784141,886C-7H-4W-15-18cm
23.3822,174,35,16.8532,22.64179104,233.7640117,47.0214966,886C-7H-4W-20-23cm
23.5162,176,20,17.1953,22.49253731,230.2191045,26.16126187,886C-7H-4W-25-28cm
23.6502,167,14,15.947,22.34328358,233.9830914,19.61534898,886C-7H-4W-30-33cm
23.7842,124,26,16.8978,22.19402985,162.8649707,34.14910675,886C-7H-4W-35-38cm
23.9182,173,24,16.5018,22.04477612,231.1109254,32.06163127,886C-7H-4W-40-43cm
24.0522,171,35,17.7204,21.89552239,211.2894928,43.24638742,886C-7H-4W-45-48cm
24.1862,133,18,18.6259,21.74626866,155.2812874,21.01551258,886C-7H-4W-50-53cm
24.3202,143,36,17.9492,21.61940299,172.2402462,43.36118086,886C-7H-4W-55-58cm
24.4542,130,33,14.0109,21.54477612,199.9029966,50.74460684,886C-7H-4W-60-63cm
24.5882,110,35,18.3793,21.47014925,128.4987142,40.88595452,886C-7H-4W-65-68cm
24.7222,46,26,19.8238,21.39552239,49.64709238,28.06140004,886C-7H-4W-70-73cm
24.8562,107,26,17.4504,21.32089552,130.7325804,31.76679524,886C-7H-4W-75-78cm
24.9902,87,16,19.6479,21.24626866,94.0775031,17.30160977,886C-7H-4W-80-83cm
25.1242,91,22,18.9755,21.17164179,101.531944,24.54618426,886C-7H-4W-85-88cm
25.2582,76,18,18.3273,21.09701493,87.4855071,20.72025168,886C-7H-4W-90-93cm
25.3922,124,26,19.6964,21.02238806,132.3478463,27.75035486,886C-7H-4W-95-98cm
25.5262,83,25,19.0654,20.94776119,91.19473911,27.46829491,886C-7H-4W-100-103cm
25.6596,45,21,19.0572,20.98950525,49.56277607,23.1292955,886C-7H-4W-105-108cm
25.7916,86,25,16.0249,21.21212121,113.8379911,33.09243929,886C-7H-4W-110-113cm
25.9236,43,24,17.7832,21.21212121,51.29117437,28.62763221,886C-7H-4W-115-118cm
26.0556,47,27,18.5285,21.21212121,53.80736147,30.91061191,886C-7H-4W-120-123cm
26.1876,52,27,18.1664,21.21212121,60.71815566,31.52673467,886C-7H-4W-125-128cm
26.3202,53,11,16.6166,21.10482655,67.31556437,13.97115487,886C-7H-4W-130-133cm
26.4542,39,30,14.8214,20.84701493,54.85538357,42.1964489,886C-7H-4W-135-138cm
26.5882,44,21,14.8229,20.80970149,61.77110185,29.48166225,886C-7H-4W-140-143cm
26.7222,46,27,16.7178,20.77238806,57.1564351,33.54834234,886C-7H-4W-145-148cm
26.9902,51,14,17.8692,20.69776119,59.07291993,16.21609567,886C-7H-5W-5-8cm
27.1242,86,22,17.3292,20.66044776,102.5320562,26.22913064,886C-7H-5W-10-13cm
27.2582,47,14,16.3407,20.62313433,59.31736789,17.6690032,886C-7H-5W-15-18cm
27.3922,102,22,17.5254,20.5858209,119.8120289,25.84181016,886C-7H-5W-20-23cm
27.5262,84,22,17.6814,20.54850746,97.6209252,25.56738517,886C-7H-5W-25-28cm
27.6602,117,26,19.5915,20.5,122.4255417,27.20567593,886C-7H-5W-30-33cm
27.7942,80,26,17.2887,20.42537313,94.51432732,30.71715638,886C-7H-5W-35-38cm
27.9282,70,32,17.8138,20.35074627,79.96902619,36.55726912,886C-7H-5W-40-43cm
28.0622,102,28,16.6186,20.2761194,124.448761,34.16240497,886C-7H-5W-45-48cm
28.1962,73,26,15.8073,20.20149254,93.29290614,33.22761041,886C-7H-5W-50-53cm
28.3302,81,29,17.8374,20.11567164,91.34567835,32.7040083,886C-7H-5W-55-58cm
28.4642,110,43,17.4283,20.00373134,126.2550247,49.35423695,886C-7H-5W-60-63cm
28.5982,105,77,18.1414,19.89179104,115.1310296,84.42942168,886C-7H-5W-65-68cm
28.7322,62,27,15.2344,19.77985075,80.49878868,35.0559241,886C-7H-5W-70-73cm
28.8662,103,51,16.6747,19.66791045,121.4891288,60.15481135,886C-7H-5W-75-78cm
29.0002,85,42,16.5304,19.55597015,100.5576068,49.68728804,886C-7H-5W-80-83cm
29.1342,111,36,18.0583,19.44402985,119.517746,38.76251223,886C-7H-5W-85-88cm
29.2682,79,36,17.7384,19.33208955,86.09767931,39.23438551,886C-7H-5W-90-93cm
29.4022,58,10,17.2359,19.22014925,64.67713648,11.15123043,886C-7H-5W-95-98cm
29.5362,84,27,16.4855,19.10820896,97.36371674,31.29548038,886C-7H-5W-100-103cm
29.67,72,28,16.7363,19.00491138,81.75962545,31.7954099,886C-7H-5W-105-108cm
29.803333,48,21,14.4092,18.89290482,62.9361402,27.53456134,886C-7H-5W-110-113cm
29.93667,52,22,15.8657,18.7141917,61.33596174,25.94982997,886C-7H-5W-115-118cm
30.07,54,15,13.045,18.53576063,76.72909726,21.31363813,886C-7H-5W-120-123cm
30.203333,66,25,14.3038,18.38199023,84.81741599,32.12780909,886C-7H-5W-125-128cm
30.336667,63,11,13.8199,18.45129681,84.11288785,14.68637724,886C-7H-5W-130-133cm
30.47,90,30,13.9939,18.52087964,119.1146976,39.70489921,886C-7H-5W-135-138cm
31.00333,36,9,12.3965,18.79862269,54.59205556,13.64801389,886C-7H-6W-5-8cm
31.136667,98,33,15.6423,18.86796139,118.2089729,39.80506229,886C-7H-6W-10-13cm
31.27,143,39,16.4571,18.93754734,164.5532488,44.87815875,886C-7H-6W-15-18cm
31.403333,158,28,17.5343,19.00699179,171.2702932,30.35169753,886C-7H-6W-20-23cm
31.536667,110,31,15.9114,19.07629368,131.8798035,37.16612643,886C-7H-6W-25-28cm
31.6702,187,37,17.9186,19.11886949,199.5261123,39.47842863,886C-7H-6W-30-33cm
31.8042,83,32,17.7914,19.12686567,89.23018148,34.40199768,886C-7H-6W-35-38cm
31.9382,181,46,17.9501,19.20149254,193.6184283,49.20689337,886C-7H-6W-40-43cm
32.0722,131,30,16.547,19.2761194,152.6060097,34.94794114,886C-7H-6W-45-48cm
32.2062,108,26,15.2632,19.35074627,136.9228338,32.96290444,886C-7H-6W-50-53cm
32.3402,142,25,16.441,19.45895522,168.0659109,29.58906883,886C-7H-6W-55-58cm
32.4742,164,37,15.9805,19.64552239,201.6123195,45.48570623,886C-7H-6W-60-63cm
32.6082,262,80,18.6238,19.83208955,278.9982422,85.19030296,886C-7H-6W-65-68cm
32.7422,92,17,16.8703,20.01865672,109.1691563,20.17256149,886C-7H-6W-70-73cm
32.8762,108,24,16.9217,20.20522388,128.9565575,28.65701278,886C-7H-6W-75-78cm
33.0102,110,18,16.6057,20.39179104,135.0799433,22.10399073,886C-7H-6W-80-83cm
33.1442,77,25,17.019,20.57835821,93.10380058,30.22850668,886C-7H-6W-85-88cm
33.298994,106,21,17.5679,20.79389282,125.464776,24.85622921,886C-7H-6W-90-93cm
33.502304,97,19,17.839,21.07696023,114.6064881,22.44869355,886C-7H-6W-95-98cm
34.133577,94,25,18.786,6.885170029,34.45150552,9.162634447,886C-7H-6W-100-103cm
35.66296,137,47,16.5235,2.887109962,23.93766846,8.21219283,886C-7H-6W-105-108cm
